time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
6.101671,"(0.005022, 0.034945, 0.011982)","(0.180016, 0.98338, 0.023624)","(-0.60227, -0.776939, -0.183405)","(0.641638, -0.618354, 0.453805)","(-0.117056, -0.448603, 0.886033)","(0.133053, 0.287214, 0.948581)","(-0.149511, -0.966821, 0.207132)","(0.021147, -0.943227, 0.331474)","(-0.371408, -0.799569, -0.471959)","(0.126643, -0.735745, -0.665313)"
6.149891,"(0.003876, 0.048827, 0.015634)","(0.175546, 0.984119, 0.026327)","(-0.598568, -0.781536, -0.175833)","(0.638591, -0.67799, 0.364049)","(-0.170562, -0.313663, 0.93409)","(0.110457, 0.091927, 0.989621)","(-0.155023, -0.952507, 0.262105)","(-0.001012, -0.957857, 0.287245)","(-0.354762, -0.801574, -0.481272)","(0.205504, -0.743759, -0.636075)"
6.199532,"(0.001003, 0.057605, 0.01884)","(0.167459, 0.985386, 0.031162)","(-0.590558, -0.790313, -0.163239)","(0.645255, -0.726572, 0.236093)","(-0.240895, -0.157608, 0.957669)","(0.091106, -0.130864, 0.987205)","(-0.167284, -0.931111, 0.324111)","(-0.013439, -0.968249, 0.249626)","(-0.311508, -0.81054, -0.495971)","(0.304821, -0.735256, -0.605378)"
6.248899,"(-0.003731, 0.058454, 0.021591)","(0.155207, 0.987163, 0.037675)","(-0.585231, -0.797846, -0.14473)","(0.66286, -0.742888, 0.093461)","(-0.313534, -0.000274, 0.949577)","(0.079734, -0.340421, 0.936886)","(-0.189839, -0.898208, 0.396464)","(-0.018279, -0.976271, 0.215782)","(-0.234013, -0.820582, -0.521424)","(0.400846, -0.713414, -0.574773)"
6.297792,"(-0.01051, 0.050095, 0.02406)","(0.138922, 0.989283, 0.044939)","(-0.587887, -0.799401, -0.123884)","(0.692291, -0.72098, -0.030347)","(-0.37125, 0.132391, 0.919046)","(0.082436, -0.495174, 0.864874)","(-0.222444, -0.861801, 0.455871)","(-0.019175, -0.981846, 0.188708)","(-0.129103, -0.826141, -0.548474)","(0.474701, -0.683209, -0.554874)"
6.346794,"(-0.018414, 0.034539, 0.02545)","(0.118921, 0.991548, 0.051875)","(-0.599878, -0.793308, -0.103971)","(0.72944, -0.673336, -0.120565)","(-0.409102, 0.232739, 0.882309)","(0.097149, -0.591165, 0.800679)","(-0.262271, -0.83042, 0.491544)","(-0.022936, -0.984051, 0.176402)","(-0.016498, -0.823084, -0.56768)","(0.527331, -0.647363, -0.550312)"
6.396835,"(-0.028122, 0.018062, 0.026491)","(0.095247, 0.993788, 0.057564)","(-0.623944, -0.777188, -0.081682)","(0.78107, -0.5904, -0.203366)","(-0.430715, 0.319949, 0.84387)","(0.124377, -0.662447, 0.738711)","(-0.294352, -0.812122, 0.503799)","(-0.02552, -0.984211, 0.175148)","(0.073262, -0.813408, -0.577062)","(0.563187, -0.613095, -0.554017)"
6.44521,"(-0.039446, 0.007329, 0.026898)","(0.067881, 0.995796, 0.061504)","(-0.656146, -0.752752, -0.053262)","(0.841688, -0.455371, -0.290169)","(-0.443611, 0.40315, 0.800425)","(0.166861, -0.721977, 0.671496)","(-0.312473, -0.807599, 0.500144)","(-0.01564, -0.984215, 0.176285)","(0.124364, -0.805866, -0.57889)","(0.584892, -0.590144, -0.556446)"
6.499613,"(-0.051464, 0.005841, 0.026613)","(0.039161, 0.997211, 0.063532)","(-0.689335, -0.723994, -0.025503)","(0.882897, -0.3088, -0.353744)","(-0.455596, 0.463487, 0.760008)","(0.20815, -0.753088, 0.624125)","(-0.305432, -0.815236, 0.492039)","(0.011648, -0.985098, 0.171597)","(0.150396, -0.804493, -0.574606)","(0.589784, -0.587295, -0.554293)"
6.551834,"(-0.065851, 0.014773, 0.025429)","(0.005373, 0.997891, 0.064692)","(-0.715506, -0.698607, 0.000196)","(0.898067, -0.191416, -0.396024)","(-0.484654, 0.493207, 0.722397)","(0.236676, -0.749851, 0.617825)","(-0.266357, -0.835037, 0.481422)","(0.059671, -0.985384, 0.159558)","(0.160592, -0.810787, -0.562881)","(0.576179, -0.60901, -0.545091)"
6.600468,"(-0.079982, 0.031501, 0.023379)","(-0.027437, 0.997522, 0.06479)","(-0.723835, -0.689758, 0.017214)","(0.894474, -0.161297, -0.417013)","(-0.53404, 0.482155, 0.694499)","(0.241366, -0.707949, 0.66374)","(-0.201187, -0.860841, 0.467415)","(0.111259, -0.982989, 0.146132)","(0.153776, -0.824607, -0.544405)","(0.543627, -0.651455, -0.529222)"
6.649742,"(-0.093313, 0.047586, 0.020856)","(-0.057165, 0.996323, 0.063815)","(-0.718611, -0.694814, 0.028834)","(0.882703, -0.216446, -0.417116)","(-0.604245, 0.427256, 0.672563)","(0.224278, -0.596979, 0.77027)","(-0.123429, -0.883775, 0.451338)","(0.150526, -0.978835, 0.138652)","(0.13148, -0.839294, -0.527541)","(0.492473, -0.699464, -0.5179)"
6.699215,"(-0.106292, 0.05759, 0.017564)","(-0.085626, 0.99435, 0.062743)","(-0.703023, -0.710193, 0.037194)","(0.860032, -0.35566, -0.365857)","(-0.690588, 0.314525, 0.651277)","(0.192139, -0.35176, 0.916159)","(-0.048998, -0.902128, 0.428678)","(0.176193, -0.97377, 0.143976)","(0.076839, -0.850278, -0.520695)","(0.423489, -0.742052, -0.519631)"
6.748396,"(-0.118508, 0.058407, 0.013581)","(-0.11176, 0.991732, 0.06306)","(-0.67587, -0.735693, 0.044216)","(0.821661, -0.518965, -0.235687)","(-0.76951, 0.150554, 0.620635)","(0.167968, -0.002535, 0.985789)","(0.013269, -0.918721, 0.394685)","(0.193164, -0.966406, 0.16955)","(-0.008087, -0.851961, -0.523543)","(0.345823, -0.769601, -0.536768)"
6.795263,"(-0.129519, 0.049149, 0.009002)","(-0.134601, 0.988772, 0.064912)","(-0.643992, -0.763432, 0.049467)","(0.779547, -0.621035, -0.081378)","(-0.814434, -0.034478, 0.579231)","(0.164366, 0.294561, 0.941391)","(0.059213, -0.933912, 0.352566)","(0.215051, -0.951354, 0.220632)","(-0.105441, -0.839274, -0.533386)","(0.276681, -0.774738, -0.568533)"
6.843153,"(-0.138736, 0.033039, 0.004227)","(-0.153072, 0.985885, 0.067821)","(-0.609572, -0.790898, 0.053873)","(0.741758, -0.670431, 0.01782)","(-0.820779, -0.197619, 0.535974)","(0.176275, 0.44723, 0.876877)","(0.089843, -0.945967, 0.311568)","(0.249316, -0.925314, 0.28572)","(-0.189665, -0.816834, -0.544803)","(0.232177, -0.76036, -0.606586)"
6.89086,"(-0.146685, 0.015205, -0.001004)","(-0.168349, 0.983154, 0.071186)","(-0.581174, -0.811546, 0.060245)","(0.695062, -0.712841, 0.093528)","(-0.806448, -0.314503, 0.500728)","(0.205711, 0.530845, 0.822123)","(0.111329, -0.95629, 0.270397)","(0.288317, -0.891727, 0.34885)","(-0.249523, -0.798189, -0.5483)","(0.213901, -0.738429, -0.639507)"
6.95767,"(-0.153016, 0.003071, -0.006484)","(-0.179779, 0.980915, 0.074061)","(-0.562203, -0.824111, 0.06906)","(0.637152, -0.756317, 0.148397)","(-0.789864, -0.372909, 0.486881)","(0.246782, 0.55703, 0.792979)","(0.128649, -0.963006, 0.23679)","(0.314348, -0.866867, 0.386946)","(-0.274818, -0.79671, -0.538263)","(0.209491, -0.726667, -0.65427)"
6.99869,"(-0.159056, 0.00171, -0.01423)","(-0.189248, 0.978959, 0.076324)","(-0.55188, -0.829202, 0.088615)","(0.558437, -0.809125, 0.182935)","(-0.782332, -0.359515, 0.508632)","(0.297414, 0.506914, 0.809063)","(0.138261, -0.966737, 0.215184)","(0.319074, -0.859556, 0.399193)","(-0.277217, -0.812775, -0.512394)","(0.221925, -0.730217, -0.646168)"
7.044502,"(-0.161097, 0.01011, -0.018789)","(-0.19133, 0.978548, 0.076398)","(-0.552793, -0.826486, 0.10649)","(0.528134, -0.829093, 0.18352)","(-0.785329, -0.297548, 0.542885)","(0.318331, 0.432848, 0.843391)","(0.138198, -0.964811, 0.223699)","(0.304107, -0.872358, 0.382768)","(-0.27114, -0.824574, -0.496548)","(0.2416, -0.742696, -0.624526)"
7.089512,"(-0.161911, 0.025925, -0.023692)","(-0.190349, 0.978831, 0.07522)","(-0.560069, -0.818098, 0.130535)","(0.515077, -0.838976, 0.175541)","(-0.786872, -0.178762, 0.590658)","(0.333531, 0.323168, 0.885618)","(0.138653, -0.954021, 0.265741)","(0.278932, -0.896629, 0.343879)","(-0.264812, -0.832029, -0.487445)","(0.278065, -0.762503, -0.584183)"
7.135324,"(-0.161188, 0.04289, -0.028164)","(-0.185921, 0.979883, 0.072551)","(-0.572108, -0.805086, 0.156616)","(0.525875, -0.835108, 0.1614)","(-0.774141, -0.017149, 0.632781)","(0.339337, 0.193273, 0.920596)","(0.121752, -0.944666, 0.304602)","(0.258647, -0.918571, 0.298879)","(-0.247088, -0.846272, -0.471986)","(0.339418, -0.774257, -0.534154)"
7.18116,"(-0.158953, 0.055206, -0.032258)","(-0.177896, 0.981681, 0.068232)","(-0.586557, -0.788908, 0.183237)","(0.567284, -0.813118, 0.130491)","(-0.734409, 0.173379, 0.656188)","(0.32462, 0.028147, 0.945426)","(0.099525, -0.930414, 0.352738)","(0.249153, -0.933556, 0.257673)","(-0.210831, -0.861671, -0.461599)","(0.413652, -0.771998, -0.482609)"
7.226873,"(-0.155116, 0.059255, -0.035792)","(-0.166359, 0.98405, 0.063014)","(-0.601058, -0.77205, 0.206561)","(0.637591, -0.765047, 0.090454)","(-0.663605, 0.360905, 0.655268)","(0.303949, -0.154721, 0.940041)","(0.074649, -0.905321, 0.418117)","(0.246017, -0.942007, 0.228252)","(-0.151227, -0.872576, -0.464481)","(0.483716, -0.756206, -0.440648)"
7.27256,"(-0.149733, 0.054865, -0.038706)","(-0.151532, 0.986778, 0.057509)","(-0.611912, -0.758219, 0.225097)","(0.721634, -0.689872, 0.057631)","(-0.572944, 0.516133, 0.636665)","(0.298744, -0.322793, 0.898085)","(0.039812, -0.87401, 0.484274)","(0.239196, -0.947222, 0.213441)","(-0.068022, -0.877789, -0.474193)","(0.538468, -0.731839, -0.417688)"
7.318155,"(-0.142831, 0.043082, -0.040986)","(-0.133606, 0.989636, 0.052627)","(-0.618287, -0.749512, 0.236545)","(0.79585, -0.603983, 0.042745)","(-0.479475, 0.623555, 0.617481)","(0.31489, -0.446468, 0.837563)","(-0.006708, -0.842423, 0.538775)","(0.220279, -0.951259, 0.215834)","(0.026061, -0.874161, -0.484937)","(0.578949, -0.69991, -0.418263)"
7.363941,"(-0.134807, 0.027392, -0.042418)","(-0.112914, 0.992386, 0.049207)","(-0.616138, -0.749516, 0.242075)","(0.845274, -0.532793, 0.040542)","(-0.403927, 0.6819, 0.609799)","(0.337455, -0.518381, 0.785752)","(-0.059942, -0.814814, 0.576615)","(0.188571, -0.954304, 0.231831)","(0.108617, -0.862499, -0.494266)","(0.607469, -0.664281, -0.43556)"
7.409853,"(-0.125001, 0.013431, -0.043476)","(-0.089698, 0.994824, 0.047753)","(-0.607999, -0.756976, 0.239426)","(0.870069, -0.49135, 0.039445)","(-0.352442, 0.695579, 0.626063)","(0.346828, -0.55147, 0.758677)","(-0.117903, -0.793245, 0.597378)","(0.153253, -0.955326, 0.252718)","(0.162209, -0.850626, -0.500124)","(0.624844, -0.633799, -0.455926)"
7.456383,"(-0.114277, 0.00605, -0.043708)","(-0.064299, 0.996768, 0.04815)","(-0.591797, -0.773293, 0.227583)","(0.875892, -0.48169, 0.028064)","(-0.327878, 0.665225, 0.6708)","(0.330866, -0.55995, 0.759594)","(-0.168551, -0.779226, 0.603653)","(0.124205, -0.95585, 0.266314)","(0.182841, -0.844422, -0.503508)","(0.630289, -0.617607, -0.470423)"
7.503523,"(-0.102505, 0.00677, -0.0432)","(-0.036921, 0.998107, 0.049193)","(-0.564302, -0.800828, 0.200594)","(0.868503, -0.495653, -0.00545)","(-0.324395, 0.57714, 0.749452)","(0.280858, -0.548187, 0.787788)","(-0.198349, -0.777774, 0.596427)","(0.106058, -0.957194, 0.269315)","(0.186204, -0.847466, -0.497121)","(0.621907, -0.61933, -0.47923)"
7.551247,"(-0.089954, 0.01582, -0.04172)","(-0.008248, 0.998737, 0.04956)","(-0.527608, -0.835463, 0.153726)","(0.843985, -0.533392, -0.05641)","(-0.328671, 0.417639, 0.847085)","(0.203364, -0.498099, 0.842936)","(-0.20377, -0.792135, 0.575326)","(0.097277, -0.959462, 0.264519)","(0.173602, -0.859811, -0.480196)","(0.598194, -0.638945, -0.483646)"
7.597267,"(-0.076923, 0.031339, -0.039288)","(0.020928, 0.998581, 0.04898)","(-0.487701, -0.868703, 0.086622)","(0.798965, -0.591313, -0.109568)","(-0.322537, 0.189404, 0.927414)","(0.12092, -0.38877, 0.913366)","(-0.185188, -0.821399, 0.539452)","(0.092281, -0.961619, 0.258407)","(0.147025, -0.8782, -0.455136)","(0.556167, -0.673708, -0.486617)"
7.645781,"(-0.064427, 0.046693, -0.03617)","(0.048386, 0.997692, 0.047634)","(-0.455202, -0.89031, 0.011836)","(0.741657, -0.655565, -0.142052)","(-0.297864, -0.055997, 0.952965)","(0.064949, -0.231629, 0.970634)","(-0.151825, -0.855527, 0.494999)","(0.082729, -0.962734, 0.257486)","(0.110112, -0.895008, -0.432246)","(0.493781, -0.713839, -0.496603)"
7.69231,"(-0.051573, 0.057102, -0.032211)","(0.075848, 0.996085, 0.045411)","(-0.435568, -0.897814, -0.064883)","(0.682287, -0.717303, -0.141285)","(-0.258493, -0.288209, 0.922018)","(0.040641, -0.046354, 0.998098)","(-0.125438, -0.881288, 0.455628)","(0.068827, -0.961453, 0.266217)","(0.043707, -0.901569, -0.430422)","(0.403224, -0.752627, -0.520541)"
7.74206,"(-0.03999, 0.058895, -0.027755)","(0.099987, 0.994085, 0.042411)","(-0.43043, -0.893991, -0.124542)","(0.639495, -0.761401, -0.106376)","(-0.22117, -0.45087, 0.864754)","(0.041794, 0.11045, 0.993003)","(-0.112742, -0.900193, 0.420644)","(0.056757, -0.957289, 0.283508)","(-0.047915, -0.893056, -0.447388)","(0.3004, -0.778148, -0.551585)"
7.790792,"(-0.028706, 0.052134, -0.022449)","(0.122713, 0.991694, 0.038527)","(-0.438432, -0.882758, -0.168867)","(0.617538, -0.785774, -0.034727)","(-0.18498, -0.55855, 0.808582)","(0.055601, 0.23689, 0.969944)","(-0.111276, -0.925262, 0.36264)","(0.053548, -0.948044, 0.3136)","(-0.158302, -0.871561, -0.464028)","(0.19564, -0.784903, -0.587922)"
7.839382,"(-0.018965, 0.03922, -0.016807)","(0.14171, 0.98931, 0.034416)","(-0.458085, -0.866923, -0.196477)","(0.613879, -0.782335, 0.105377)","(-0.147117, -0.6255, 0.766229)","(0.08966, 0.356153, 0.930116)","(-0.12633, -0.953214, 0.274634)","(0.062798, -0.932849, 0.354753)","(-0.25212, -0.850262, -0.46205)","(0.122424, -0.768947, -0.627482)"
7.903664,"(-0.010738, 0.023018, -0.010857)","(0.156984, 0.98713, 0.030492)","(-0.488948, -0.847206, -0.20778)","(0.618802, -0.729371, 0.291724)","(-0.110702, -0.659379, 0.743616)","(0.136057, 0.460214, 0.877321)","(-0.151615, -0.971477, 0.182333)","(0.079993, -0.912663, 0.400809)","(-0.312883, -0.838697, -0.445748)","(0.083801, -0.737181, -0.670479)"
7.945181,"(-0.002457, 0.003496, -0.002966)","(0.171402, 0.984852, 0.026218)","(-0.537935, -0.818134, -0.203181)","(0.631155, -0.620676, 0.465194)","(-0.080626, -0.652881, 0.753157)","(0.172713, 0.51739, 0.83814)","(-0.155827, -0.97565, 0.154352)","(0.090598, -0.895132, 0.436498)","(-0.357242, -0.808665, -0.467375)","(0.05981, -0.697012, -0.714561)"
7.99295,"(0.001246, 0.002135, 0.00175)","(0.177064, 0.983898, 0.02436)","(-0.567593, -0.799387, -0.197022)","(0.64106, -0.581716, 0.500648)","(-0.075792, -0.62583, 0.776268)","(0.168925, 0.50759, 0.844877)","(-0.157083, -0.977364, 0.14172)","(0.08252, -0.89812, 0.431939)","(-0.367923, -0.804014, -0.467113)","(0.059748, -0.690029, -0.721312)"
8.036674,"(0.004026, 0.014214, 0.006602)","(0.180665, 0.983272, 0.023143)","(-0.591946, -0.783185, -0.190319)","(0.646007, -0.572918, 0.50442)","(-0.081493, -0.570829, 0.817015)","(0.156168, 0.451283, 0.87861)","(-0.167761, -0.979354, 0.112796)","(0.059666, -0.915828, 0.397114)","(-0.363645, -0.822433, -0.437455)","(0.075156, -0.706432, -0.70378)"
8.082661,"(0.004998, 0.029184, 0.010549)","(0.180723, 0.983261, 0.023165)","(-0.601326, -0.777201, -0.185381)","(0.643298, -0.600442, 0.475013)","(-0.103383, -0.488983, 0.866145)","(0.140406, 0.343912, 0.928445)","(-0.155175, -0.972562, 0.173333)","(0.031344, -0.936415, 0.349492)","(-0.37021, -0.807018, -0.460072)","(0.106536, -0.728933, -0.676244)"
8.128317,"(0.004561, 0.043796, 0.014246)","(0.177759, 0.983756, 0.025029)","(-0.600925, -0.778929, -0.17933)","(0.639346, -0.653759, 0.404766)","(-0.146858, -0.370553, 0.917128)","(0.119508, 0.17462, 0.977356)","(-0.151128, -0.95822, 0.242846)","(0.006562, -0.952716, 0.303791)","(-0.364427, -0.798738, -0.478761)","(0.170853, -0.742566, -0.647615)"
8.177479,"(0.002526, 0.054503, 0.017469)","(0.171561, 0.984754, 0.028766)","(-0.594242, -0.786202, -0.169595)","(0.639983, -0.708846, 0.29658)","(-0.208335, -0.228461, 0.951001)","(0.098863, -0.030937, 0.99462)","(-0.161418, -0.942108, 0.293899)","(-0.009096, -0.963957, 0.265902)","(-0.334446, -0.806426, -0.487672)","(0.259585, -0.7409, -0.619422)"
8.224609,"(-0.001391, 0.059249, 0.020432)","(0.161132, 0.986326, 0.034609)","(-0.58676, -0.795083, -0.153477)","(0.650755, -0.743113, 0.155888)","(-0.282378, -0.06821, 0.956875)","(0.081883, -0.253658, 0.963822)","(-0.178064, -0.913971, 0.364623)","(-0.016863, -0.973018, 0.230111)","(-0.272655, -0.816224, -0.509351)","(0.360258, -0.7245, -0.587634)"
8.269753,"(-0.00682, 0.055245, 0.022751)","(0.147417, 0.988209, 0.041372)","(-0.585793, -0.799244, -0.134373)","(0.677067, -0.735434, 0.026801)","(-0.344989, 0.070679, 0.935942)","(0.079659, -0.4267, 0.900878)","(-0.205919, -0.879131, 0.429797)","(-0.019068, -0.979399, 0.201032)","(-0.182855, -0.824492, -0.535516)","(0.441306, -0.698912, -0.562825)"
8.315323,"(-0.01346, 0.043953, 0.024526)","(0.130883, 0.990235, 0.048006)","(-0.592975, -0.796882, -0.115585)","(0.707628, -0.702847, -0.072593)","(-0.389237, 0.178829, 0.903612)","(0.087716, -0.542212, 0.835651)","(-0.240781, -0.846733, 0.474413)","(-0.021005, -0.982998, 0.182411)","(-0.079729, -0.826277, -0.557593)","(0.499538, -0.668144, -0.551403)"
8.362103,"(-0.02173, 0.02833, 0.025877)","(0.110846, 0.992366, 0.054063)","(-0.604942, -0.790424, -0.096306)","(0.74575, -0.649386, -0.148844)","(-0.419136, 0.263397, 0.868877)","(0.104869, -0.6176, 0.77947)","(-0.274901, -0.822281, 0.49828)","(-0.024748, -0.984223, 0.175193)","(0.019639, -0.819877, -0.572203)","(0.54169, -0.634474, -0.551376)"
8.407248,"(-0.031455, 0.013873, 0.026685)","(0.087177, 0.994445, 0.058989)","(-0.632284, -0.771268, -0.073228)","(0.799943, -0.553898, -0.230842)","(-0.435798, 0.346425, 0.830704)","(0.136282, -0.682689, 0.717888)","(-0.301725, -0.809301, 0.503978)","(-0.024211, -0.984139, 0.175737)","(0.093451, -0.810477, -0.578269)","(0.57162, -0.604213, -0.555136)"
8.452492,"(-0.041954, 0.006255, 0.026902)","(0.061855, 0.996154, 0.062061)","(-0.663578, -0.74662, -0.047149)","(0.852762, -0.423306, -0.305956)","(-0.445733, 0.418316, 0.791412)","(0.176318, -0.731162, 0.659025)","(-0.31317, -0.808339, 0.498511)","(-0.011236, -0.984362, 0.175797)","(0.131491, -0.805071, -0.578422)","(0.587269, -0.587841, -0.55638)"
8.497663,"(-0.053346, 0.006393, 0.026509)","(0.034699, 0.997362, 0.063757)","(-0.693774, -0.71987, -0.021566)","(0.886738, -0.288662, -0.361069)","(-0.458217, 0.470034, 0.754391)","(0.213351, -0.755126, 0.619892)","(-0.302096, -0.817261, 0.490736)","(0.017227, -0.985247, 0.170271)","(0.152877, -0.804813, -0.573503)","(0.589157, -0.58866, -0.553511)"
8.543798,"(-0.065325, 0.014275, 0.025489)","(0.006593, 0.997885, 0.064675)","(-0.714866, -0.699262, -0.000566)","(0.897971, -0.194152, -0.394909)","(-0.483223, 0.492892, 0.72357)","(0.236073, -0.750671, 0.61706)","(-0.268308, -0.834171, 0.481839)","(0.057746, -0.985422, 0.160027)","(0.160549, -0.810407, -0.56344)","(0.577001, -0.607807, -0.545565)"
8.589846,"(-0.077805, 0.028636, 0.02375)","(-0.022396, 0.997646, 0.064819)","(-0.723671, -0.689983, 0.014976)","(0.89562, -0.160442, -0.414879)","(-0.525041, 0.486278, 0.698473)","(0.241995, -0.717192, 0.653509)","(-0.212711, -0.856682, 0.469947)","(0.10378, -0.983503, 0.14816)","(0.155809, -0.822117, -0.547583)","(0.550097, -0.643823, -0.53187)"
8.636415,"(-0.090488, 0.044463, 0.021543)","(-0.050807, 0.996646, 0.064154)","(-0.721383, -0.692045, 0.026085)","(0.885984, -0.196717, -0.419922)","(-0.585994, 0.443455, 0.678203)","(0.230148, -0.630312, 0.741444)","(-0.140389, -0.879261, 0.455182)","(0.143298, -0.979852, 0.139122)","(0.138608, -0.836199, -0.530622)","(0.505253, -0.689171, -0.519387)"
8.681437,"(-0.10285, 0.055737, 0.018519)","(-0.078158, 0.994956, 0.062876)","(-0.708418, -0.704916, 0.035189)","(0.867757, -0.311094, -0.38758)","(-0.666713, 0.350787, 0.657604)","(0.201257, -0.433259, 0.878512)","(-0.068094, -0.897551, 0.43562)","(0.170517, -0.975235, 0.140859)","(0.095187, -0.848018, -0.52135)","(0.443644, -0.731665, -0.517539)"
8.727043,"(-0.114228, 0.059248, 0.015073)","(-0.102677, 0.992734, 0.062743)","(-0.686716, -0.725717, 0.041905)","(0.836959, -0.464173, -0.289903)","(-0.743999, 0.214079, 0.632958)","(0.17393, -0.131231, 0.975975)","(-0.007362, -0.912822, 0.408292)","(0.18728, -0.969584, 0.157589)","(0.024875, -0.852786, -0.521667)","(0.373692, -0.761958, -0.528937)"
8.77249,"(-0.124895, 0.054394, 0.011061)","(-0.125072, 0.990085, 0.063951)","(-0.657485, -0.751998, 0.047038)","(0.797233, -0.586092, -0.144626)","(-0.799785, 0.044699, 0.59862)","(0.16371, 0.182021, 0.969571)","(0.041215, -0.927658, 0.371149)","(0.204148, -0.959268, 0.195267)","(-0.063172, -0.846729, -0.528261)","(0.304407, -0.775564, -0.553025)"
8.81797,"(-0.13445, 0.041561, 0.006621)","(-0.144532, 0.987274, 0.066341)","(-0.622144, -0.781228, 0.051177)","(0.759148, -0.650476, -0.02401)","(-0.820946, -0.126951, 0.556715)","(0.169749, 0.387168, 0.906249)","(0.076318, -0.940446, 0.331265)","(0.23103, -0.939522, 0.25283)","(-0.150722, -0.828483, -0.53935)","(0.2507, -0.769339, -0.587595)"
8.863525,"(-0.142702, 0.024234, 0.001764)","(-0.160802, 0.984545, 0.06938)","(-0.595263, -0.801521, 0.056801)","(0.721171, -0.690478, 0.056139)","(-0.815486, -0.259802, 0.51719)","(0.187972, 0.494296, 0.848727)","(0.101061, -0.951153, 0.291709)","(0.268567, -0.90906, 0.318562)","(-0.222188, -0.806326, -0.548152)","(0.221448, -0.749212, -0.624213)"
8.909069,"(-0.149581, 0.009004, -0.003322)","(-0.173691, 0.982126, 0.072523)","(-0.571869, -0.817876, 0.063597)","(0.671343, -0.731365, 0.120019)","(-0.798673, -0.346694, 0.491858)","(0.222621, 0.548972, 0.805649)","(0.118675, -0.959757, 0.254524)","(0.301521, -0.879405, 0.368419)","(-0.264514, -0.795146, -0.545688)","(0.210413, -0.731808, -0.648216)"
8.954231,"(-0.154992, 0.000828, -0.008605)","(-0.183088, 0.980234, 0.074969)","(-0.557814, -0.826723, 0.073297)","(0.615023, -0.771573, 0.162549)","(-0.785829, -0.379846, 0.488047)","(0.261672, 0.55344, 0.790716)","(0.13295, -0.964705, 0.227307)","(0.319589, -0.861467, 0.394637)","(-0.278053, -0.799875, -0.531871)","(0.210779, -0.725489, -0.655163)"
9.001175,"(-0.158827, 0.001318, -0.013861)","(-0.188944, 0.979021, 0.076274)","(-0.552054, -0.829224, 0.087317)","(0.561048, -0.80741, 0.182519)","(-0.782268, -0.362802, 0.506391)","(0.295444, 0.511598, 0.806834)","(0.138111, -0.966722, 0.215347)","(0.319873, -0.859023, 0.3997)","(-0.277576, -0.811781, -0.513773)","(0.22063, -0.729579, -0.647331)"
9.046635,"(-0.161182, 0.010822, -0.019067)","(-0.191365, 0.978543, 0.076374)","(-0.553035, -0.82617, 0.107683)","(0.526851, -0.829966, 0.183259)","(-0.785545, -0.292448, 0.545338)","(0.319309, 0.427523, 0.845734)","(0.138345, -0.964409, 0.225334)","(0.302867, -0.873501, 0.381139)","(-0.270881, -0.825022, -0.495946)","(0.243039, -0.743715, -0.622752)"
9.093422,"(-0.161909, 0.026762, -0.023912)","(-0.190213, 0.978864, 0.075134)","(-0.560539, -0.817579, 0.131759)","(0.514988, -0.839117, 0.175128)","(-0.786728, -0.171965, 0.592863)","(0.334185, 0.317637, 0.887371)","(0.13839, -0.95343, 0.267994)","(0.277811, -0.897781, 0.341776)","(-0.264324, -0.83247, -0.486956)","(0.280436, -0.76334, -0.581952)"
9.138491,"(-0.161063, 0.044202, -0.028533)","(-0.185377, 0.98001, 0.072221)","(-0.573291, -0.803795, 0.158908)","(0.528123, -0.834062, 0.159459)","(-0.771908, -0.001621, 0.635733)","(0.338895, 0.180515, 0.923345)","(0.119775, -0.943873, 0.307828)","(0.257362, -0.920168, 0.295051)","(-0.244774, -0.847714, -0.470603)","(0.345512, -0.774659, -0.529646)"
9.184885,"(-0.158741, 0.055764, -0.03252)","(-0.177209, 0.981828, 0.067899)","(-0.58762, -0.787716, 0.184952)","(0.57136, -0.810684, 0.127828)","(-0.730452, 0.186798, 0.656922)","(0.323073, 0.015725, 0.946244)","(0.098033, -0.928995, 0.356874)","(0.248841, -0.934317, 0.255206)","(-0.207539, -0.862569, -0.461413)","(0.418821, -0.77128, -0.479288)"
9.231749,"(-0.154734, 0.059199, -0.036049)","(-0.165278, 0.984259, 0.06259)","(-0.602088, -0.770778, 0.208306)","(0.644207, -0.759854, 0.087288)","(-0.656768, 0.375127, 0.654167)","(0.302789, -0.169399, 0.937882)","(0.072187, -0.902887, 0.423774)","(0.245759, -0.942511, 0.226442)","(-0.145203, -0.873247, -0.465141)","(0.488846, -0.754475, -0.437947)"
9.277052,"(-0.149058, 0.053957, -0.038983)","(-0.149754, 0.987083, 0.056921)","(-0.612739, -0.757077, 0.226686)","(0.72975, -0.681484, 0.055184)","(-0.562871, 0.529857, 0.634372)","(0.299375, -0.338492, 0.892075)","(0.035338, -0.870643, 0.490644)","(0.237837, -0.947678, 0.212931)","(-0.058317, -0.877891, -0.475296)","(0.543387, -0.728811, -0.416612)"
9.322586,"(-0.142072, 0.041598, -0.041186)","(-0.131682, 0.989917, 0.0522)","(-0.61837, -0.749166, 0.23742)","(0.801887, -0.59599, 0.042121)","(-0.471099, 0.631425, 0.615929)","(0.317206, -0.455725, 0.831682)","(-0.011804, -0.839442, 0.543321)","(0.217567, -0.951612, 0.217025)","(0.035189, -0.873268, -0.485969)","(0.582282, -0.696395, -0.419503)"
