time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
6.444649,"(0.160626, 0.153537, -0.038892)","(0.012457, 0.988558, 0.150327)","(-0.123379, 0.203585, 0.971252)","(0.080615, 0.083847, 0.993213)","(0.090064, 0.992994, 0.076498)","(0.02479, 0.823802, 0.566335)","(0.057774, -0.965873, 0.252489)","(-0.04307, -0.939467, 0.339923)","(-0.011848, -0.901495, -0.432628)","(0.046862, -0.93404, -0.354081)"
6.494011,"(0.158681, 0.177296, -0.046025)","(-0.000787, 0.990167, 0.139888)","(-0.139557, 0.212667, 0.967107)","(0.028195, 0.154317, 0.987619)","(0.146978, 0.987966, 0.048179)","(-0.086078, 0.84272, 0.531427)","(0.049055, -0.98411, 0.170651)","(-0.026548, -0.966257, 0.256208)","(-0.001107, -0.944262, -0.329193)","(0.034078, -0.964413, -0.262194)"
6.5429,"(0.174781, 0.156863, -0.03996)","(0.043609, 0.987247, 0.15311)","(-0.256241, 0.136348, 0.956948)","(-0.061028, 0.209225, 0.975961)","(0.181441, 0.962192, 0.203141)","(-0.264758, 0.82451, 0.500086)","(0.057485, -0.972986, 0.223595)","(-0.024944, -0.944016, 0.328955)","(-0.051568, -0.908333, -0.415057)","(-0.00869, -0.937143, -0.348838)"
6.590157,"(0.205553, 0.123759, -0.029748)","(0.106366, 0.982616, 0.15216)","(-0.502951, -0.030689, 0.86377)","(-0.185716, 0.222128, 0.957167)","(0.084245, 0.820827, 0.56493)","(-0.514015, 0.730414, 0.44976)","(0.078197, -0.957399, 0.277978)","(-0.017745, -0.909619, 0.415065)","(-0.153475, -0.842315, -0.516673)","(-0.093989, -0.886686, -0.452718)"
6.637794,"(0.229492, 0.088307, -0.020429)","(0.159123, 0.97714, 0.140986)","(-0.780382, -0.17916, 0.599088)","(-0.282803, 0.167288, 0.944477)","(-0.239793, 0.517066, 0.821671)","(-0.728595, 0.538582, 0.423178)","(0.109125, -0.940914, 0.320581)","(0.007761, -0.870785, 0.491603)","(-0.249901, -0.764025, -0.594823)","(-0.180786, -0.823602, -0.537584)"
6.686432,"(0.231398, 0.058492, -0.013472)","(0.191582, 0.971989, 0.136141)","(-0.9441, -0.199964, 0.262089)","(-0.303465, 0.071179, 0.95018)","(-0.581242, 0.25706, 0.772061)","(-0.834355, 0.305256, 0.458989)","(0.146107, -0.91662, 0.372103)","(0.056019, -0.824663, 0.562844)","(-0.294437, -0.693143, -0.657921)","(-0.234483, -0.763739, -0.601432)"
6.733711,"(0.199821, 0.036754, -0.008523)","(0.200605, 0.967527, 0.153785)","(-0.990464, -0.131342, 0.041595)","(-0.228074, -0.029684, 0.973191)","(-0.725511, 0.186924, 0.662339)","(-0.81698, 0.10051, 0.56784)","(0.174647, -0.880943, 0.439817)","(0.12467, -0.783506, 0.608749)","(-0.241208, -0.652159, -0.718684)","(-0.223889, -0.729459, -0.646346)"
6.779694,"(0.130367, 0.02208, -0.005229)","(0.177639, 0.962187, 0.206497)","(-0.998609, -0.038288, -0.036258)","(-0.030151, -0.123569, 0.991878)","(-0.676052, 0.249088, 0.693476)","(-0.664863, -0.072563, 0.743432)","(0.130591, -0.840041, 0.526571)","(0.197244, -0.751033, 0.630115)","(-0.103761, -0.617273, -0.779877)","(-0.144545, -0.714778, -0.684251)"
6.826767,"(0.018299, 0.012461, -0.002864)","(0.092242, 0.951208, 0.294441)","(-0.99542, 0.088129, -0.037046)","(0.358004, -0.202434, 0.911512)","(-0.424863, 0.356519, 0.832097)","(-0.252775, -0.262624, 0.9312)","(-0.08668, -0.778439, 0.621707)","(0.253182, -0.729131, 0.63582)","(0.032674, -0.572452, -0.819287)","(-0.000493, -0.706522, -0.707691)"
6.87487,"(-0.129122, 0.005963, -0.001541)","(-0.077674, 0.930861, 0.357023)","(-0.974095, 0.22499, 0.02278)","(0.795591, -0.187325, 0.576147)","(0.030553, 0.382419, 0.923484)","(0.386401, -0.358968, 0.84961)","(-0.373659, -0.672491, 0.638854)","(0.296297, -0.760006, 0.578446)","(0.100196, -0.620455, -0.777815)","(0.247197, -0.690779, -0.679499)"
6.924225,"(-0.281789, 0.002049, -0.000497)","(-0.254126, 0.90965, 0.328569)","(-0.937143, 0.329425, 0.115076)","(0.990055, -0.090406, 0.107787)","(0.47985, 0.278424, 0.832)","(0.828479, -0.31006, 0.466353)","(-0.548982, -0.613922, 0.567202)","(0.3689, -0.823839, 0.43035)","(0.069688, -0.726108, -0.68404)","(0.505138, -0.647626, -0.570452)"
6.972275,"(-0.404968, 0.000172, -0.000045)","(-0.345644, 0.900178, 0.264972)","(-0.90818, 0.363725, 0.207155)","(0.975721, -0.047298, -0.21385)","(0.723111, 0.194508, 0.66278)","(0.948859, -0.273856, 0.157067)","(-0.587302, -0.649318, 0.483179)","(0.467018, -0.844933, 0.260735)","(0.082512, -0.799985, -0.594319)","(0.642846, -0.629479, -0.43647)"
7.020836,"(-0.482657, 0.000144, -0.000055)","(-0.362821, 0.902693, 0.231313)","(-0.90534, 0.310185, 0.290078)","(0.933447, -0.116093, -0.33941)","(0.77985, 0.266396, 0.566451)","(0.940954, -0.327715, 0.084907)","(-0.557375, -0.682238, 0.473163)","(0.495992, -0.843859, 0.204682)","(0.198582, -0.794246, -0.574229)","(0.669407, -0.627258, -0.398047)"
7.069511,"(-0.532633, 0.001942, -0.000458)","(-0.335478, 0.91504, 0.223955)","(-0.900633, 0.133429, 0.413591)","(0.886396, -0.326843, -0.327836)","(0.666592, 0.523553, 0.530611)","(0.865617, -0.431536, 0.253938)","(-0.502556, -0.721009, 0.477057)","(0.399834, -0.864446, 0.304739)","(0.28239, -0.764982, -0.578842)","(0.613139, -0.603415, -0.509855)"
7.116837,"(-0.557761, 0.005857, -0.000878)","(-0.268737, 0.93535, 0.230002)","(-0.803314, -0.143827, 0.577928)","(0.780758, -0.620271, -0.075373)","(0.29877, 0.758875, 0.578659)","(0.693614, -0.340551, 0.634764)","(-0.431236, -0.761506, 0.483886)","(0.230589, -0.864658, 0.446313)","(0.296396, -0.740223, -0.603507)","(0.45029, -0.613823, -0.648429)"
7.165245,"(-0.566381, 0.012253, -0.002894)","(-0.184735, 0.956024, 0.227794)","(-0.593651, -0.370949, 0.714125)","(0.596131, -0.721169, 0.352906)","(-0.078002, 0.686679, 0.722764)","(0.529981, 0.088665, 0.843362)","(-0.344354, -0.796053, 0.497715)","(0.063929, -0.843237, 0.533728)","(0.241871, -0.726324, -0.643391)","(0.235223, -0.664031, -0.709741)"
7.213745,"(-0.5743, 0.022495, -0.005247)","(-0.11216, 0.971086, 0.210743)","(-0.389841, -0.46596, 0.794296)","(0.426923, -0.595175, 0.680811)","(-0.218234, 0.477802, 0.850929)","(0.475173, 0.487748, 0.732334)","(-0.224297, -0.830637, 0.509641)","(-0.062767, -0.830101, 0.554069)","(0.130571, -0.719875, -0.681712)","(0.059944, -0.715139, -0.696408)"
7.261688,"(-0.590321, 0.037685, -0.008714)","(-0.071073, 0.978942, 0.191366)","(-0.284826, -0.450541, 0.846101)","(0.33208, -0.444137, 0.832145)","(-0.215405, 0.393827, 0.893589)","(0.469416, 0.669862, 0.575269)","(-0.082574, -0.861548, 0.500915)","(-0.114719, -0.831731, 0.543197)","(0.004945, -0.727396, -0.6862)","(-0.006846, -0.753492, -0.657422)"
7.308876,"(-0.606014, 0.05946, -0.01382)","(-0.046901, 0.983283, 0.175943)","(-0.273751, -0.362227, 0.890984)","(0.247698, -0.272376, 0.929762)","(-0.224867, 0.447481, 0.865561)","(0.439955, 0.776542, 0.451023)","(0.022863, -0.886861, 0.461471)","(-0.102894, -0.847838, 0.520176)","(-0.078703, -0.754764, -0.651259)","(0.007888, -0.790411, -0.612527)"
7.356567,"(-0.617945, 0.089177, -0.020762)","(-0.031171, 0.985832, 0.164813)","(-0.335834, -0.212563, 0.917623)","(0.160373, -0.076418, 0.984094)","(-0.249533, 0.598455, 0.761305)","(0.370944, 0.856498, 0.358904)","(0.068551, -0.912736, 0.402758)","(-0.081322, -0.875965, 0.475471)","(-0.098076, -0.800633, -0.591074)","(0.01736, -0.835672, -0.548954)"
7.403549,"(-0.62758, 0.125141, -0.030207)","(-0.020304, 0.987429, 0.156751)","(-0.415797, -0.037069, 0.908702)","(0.082547, 0.089099, 0.992596)","(-0.226879, 0.77378, 0.591431)","(0.268263, 0.914132, 0.303968)","(0.07239, -0.942255, 0.326979)","(-0.058818, -0.912411, 0.405028)","(-0.076425, -0.859335, -0.50567)","(0.01842, -0.889623, -0.456325)"
7.45105,"(-0.636484, 0.156834, -0.039955)","(-0.011288, 0.988716, 0.149378)","(-0.45589, 0.114489, 0.882642)","(0.041918, 0.174825, 0.983707)","(-0.125362, 0.892085, 0.43413)","(0.163008, 0.94191, 0.293657)","(0.059128, -0.968226, 0.242986)","(-0.03738, -0.945534, 0.323371)","(-0.039132, -0.912001, -0.408317)","(0.018491, -0.936574, -0.349981)"
7.498695,"(-0.646747, 0.177555, -0.046094)","(-0.000865, 0.99018, 0.139795)","(-0.434936, 0.218998, 0.873425)","(0.065434, 0.180211, 0.981449)","(0.023563, 0.934405, 0.355432)","(0.086442, 0.939106, 0.332577)","(0.056418, -0.983989, 0.169062)","(-0.019272, -0.966377, 0.256406)","(-0.009647, -0.944775, -0.327577)","(0.025846, -0.964523, -0.262731)"
7.547592,"(-0.652504, 0.154127, -0.039071)","(-0.049385, 0.986859, 0.153852)","(-0.332157, 0.308034, 0.891508)","(0.183474, 0.091701, 0.978738)","(0.250985, 0.913431, 0.320391)","(0.051304, 0.878648, 0.474707)","(0.044629, -0.961382, 0.271573)","(-0.048283, -0.939682, 0.338625)","(0.016742, -0.898354, -0.438952)","(0.072666, -0.924058, -0.375281)"
7.593765,"(-0.669999, 0.120251, -0.028749)","(-0.11222, 0.982077, 0.151434)","(-0.135477, 0.348206, 0.927577)","(0.452926, -0.094031, 0.886576)","(0.574883, 0.769175, 0.279068)","(0.138358, 0.675153, 0.724587)","(0.020686, -0.927875, 0.372318)","(-0.09721, -0.909103, 0.405071)","(0.085004, -0.831218, -0.54941)","(0.171838, -0.859339, -0.481673)"
7.638695,"(-0.680184, 0.085771, -0.019821)","(-0.162403, 0.976749, 0.139954)","(0.056368, 0.289439, 0.955535)","(0.76035, -0.230483, 0.607244)","(0.826314, 0.506797, 0.245688)","(0.394765, 0.39043, 0.8317)","(-0.019334, -0.895392, 0.444859)","(-0.15327, -0.880402, 0.448776)","(0.150649, -0.763332, -0.628196)","(0.258554, -0.79094, -0.554585)"
7.684853,"(-0.671334, 0.058047, -0.01336)","(-0.192045, 0.971936, 0.135867)","(0.152936, 0.17261, 0.973045)","(0.93697, -0.218024, 0.273044)","(0.93593, 0.237253, 0.260281)","(0.632328, 0.219007, 0.7431)","(-0.074122, -0.86815, 0.490735)","(-0.200238, -0.848779, 0.489367)","(0.182742, -0.710673, -0.679374)","(0.281816, -0.741771, -0.608568)"
7.730446,"(-0.63522, 0.03734, -0.008627)","(-0.200665, 0.96766, 0.152862)","(0.129264, 0.056928, 0.989975)","(0.989642, -0.133224, 0.053487)","(0.932518, 0.02684, 0.360126)","(0.726225, 0.18785, 0.661293)","(-0.144271, -0.84317, 0.517929)","(-0.223206, -0.80775, 0.545637)","(0.163392, -0.677801, -0.716861)","(0.208458, -0.718556, -0.663493)"
7.776115,"(-0.568135, 0.022892, -0.005444)","(-0.178971, 0.962801, 0.202444)","(-0.028392, -0.030162, 0.999142)","(0.997933, -0.055242, -0.032841)","(0.813116, -0.117492, 0.570122)","(0.677577, 0.227162, 0.699491)","(-0.211775, -0.818717, 0.533716)","(-0.155951, -0.76469, 0.625242)","(0.07984, -0.657754, -0.74899)","(0.039314, -0.693384, -0.719495)"
7.821243,"(-0.465187, 0.013061, -0.003052)","(-0.08929, 0.952717, 0.290445)","(-0.384222, -0.103714, 0.917397)","(0.999015, 0.014174, -0.042043)","(0.415974, -0.239858, 0.877174)","(0.463955, 0.289955, 0.837062)","(-0.236677, -0.811079, 0.534915)","(0.133189, -0.697943, 0.70366)","(-0.087912, -0.628892, -0.772506)","(-0.15684, -0.656491, -0.737849)"
7.867134,"(-0.337499, 0.00659, -0.001527)","(0.082283, 0.93409, 0.347428)","(-0.791742, -0.130401, 0.596775)","(0.997652, 0.068425, 0.00299)","(-0.278126, -0.302407, 0.9117)","(0.096555, 0.326395, 0.940289)","(-0.248309, -0.850067, 0.464467)","(0.471126, -0.568359, 0.674543)","(-0.333001, -0.588167, -0.737001)","(-0.235945, -0.726791, -0.645061)"
7.912003,"(-0.197585, 0.002541, -0.000533)","(0.255693, 0.913707, 0.315849)","(-0.985244, -0.103322, 0.13645)","(0.991652, 0.107092, 0.07182)","(-0.81629, -0.264844, 0.513351)","(-0.296976, 0.311856, 0.902525)","(-0.337446, -0.890047, 0.306508)","(0.647032, -0.492183, 0.582328)","(-0.556915, -0.557017, -0.616099)","(-0.151007, -0.834927, -0.529239)"
7.95694,"(-0.074048, 0.000515, -0.000099)","(0.342331, 0.902774, 0.260403)","(-0.985227, -0.071586, -0.155577)","(0.983854, 0.127605, 0.125493)","(-0.966969, -0.207346, 0.148256)","(-0.531856, 0.277063, 0.800229)","(-0.482845, -0.864768, 0.137977)","(0.671696, -0.54657, 0.500086)","(-0.661792, -0.583461, -0.470749)","(-0.104578, -0.886355, -0.451042)"
8.00222,"(0.011195, 0.000055, -0.000044)","(0.359135, 0.900886, 0.243778)","(-0.973144, -0.069006, -0.219611)","(0.981255, 0.124924, 0.146739)","(-0.979413, -0.194699, 0.053314)","(-0.585575, 0.273071, 0.763239)","(-0.538863, -0.836562, 0.098942)","(0.628297, -0.599258, 0.496118)","(-0.663648, -0.608789, -0.43468)","(-0.1777, -0.878107, -0.444241)"
8.048126,"(0.065951, 0.001036, -0.000259)","(0.339279, 0.907673, 0.24702)","(-0.969114, -0.155253, -0.19161)","(0.979748, 0.051532, 0.193489)","(-0.955412, -0.27223, 0.114363)","(-0.541165, 0.370468, 0.754913)","(-0.469006, -0.852667, 0.230202)","(0.565255, -0.639889, 0.520606)","(-0.578184, -0.588458, -0.565173)","(-0.258767, -0.844156, -0.469511)"
8.093414,"(0.100258, 0.003783, -0.000908)","(0.286406, 0.924737, 0.250667)","(-0.922185, -0.383073, -0.053207)","(0.936915, -0.12745, 0.325495)","(-0.840958, -0.415658, 0.346436)","(-0.383426, 0.582031, 0.717095)","(-0.337411, -0.86268, 0.376745)","(0.489293, -0.68192, 0.543671)","(-0.41087, -0.578381, -0.704742)","(-0.286773, -0.814677, -0.504046)"
8.138176,"(0.120639, 0.008652, -0.002543)","(0.213489, 0.945912, 0.244282)","(-0.766916, -0.58192, 0.270571)","(0.787971, -0.323302, 0.524001)","(-0.599161, -0.353202, 0.718508)","(-0.115, 0.73496, 0.668288)","(-0.182477, -0.868043, 0.46174)","(0.396955, -0.72151, 0.567319)","(-0.247403, -0.586405, -0.771312)","(-0.26711, -0.792668, -0.548023)"
8.183426,"(0.134618, 0.016246, -0.003819)","(0.143353, 0.963661, 0.225405)","(-0.567803, -0.553757, 0.609059)","(0.568831, -0.42264, 0.705554)","(-0.379567, -0.005142, 0.92515)","(0.111899, 0.730512, 0.673669)","(-0.031626, -0.870453, 0.491236)","(0.283635, -0.758537, 0.586663)","(-0.130747, -0.613243, -0.778998)","(-0.204741, -0.778385, -0.593462)"
8.228592,"(0.147315, 0.027495, -0.006403)","(0.092503, 0.974768, 0.203152)","(-0.43727, -0.414485, 0.798121)","(0.386794, -0.420373, 0.820778)","(-0.269211, 0.331053, 0.904394)","(0.199413, 0.672684, 0.712552)","(0.069287, -0.86996, 0.48823)","(0.152308, -0.789948, 0.593956)","(-0.056554, -0.654403, -0.754028)","(-0.111914, -0.776696, -0.619854)"
8.273994,"(0.159952, 0.043644, -0.010061)","(0.062432, 0.980536, 0.186151)","(-0.366146, -0.28117, 0.887063)","(0.274514, -0.364433, 0.889849)","(-0.204515, 0.563458, 0.80043)","(0.201432, 0.651094, 0.73178)","(0.09409, -0.878027, 0.469272)","(0.028466, -0.816119, 0.577182)","(-0.034224, -0.695662, -0.717553)","(-0.020207, -0.790518, -0.612106)"
8.31945,"(0.166414, 0.066434, -0.015431)","(0.041961, 0.984084, 0.172682)","(-0.293593, -0.122404, 0.948062)","(0.196279, -0.262927, 0.94464)","(-0.12431, 0.775704, 0.618732)","(0.179697, 0.67178, 0.718624)","(0.082539, -0.895654, 0.437025)","(-0.051002, -0.843072, 0.535377)","(-0.044204, -0.741263, -0.669757)","(0.043298, -0.818331, -0.573114)"
8.366623,"(0.166874, 0.096965, -0.022327)","(0.028264, 0.986252, 0.162816)","(-0.216299, 0.038631, 0.975563)","(0.146915, -0.128365, 0.980785)","(-0.037513, 0.923259, 0.382343)","(0.14309, 0.726026, 0.672616)","(0.072022, -0.920427, 0.384222)","(-0.076817, -0.877111, 0.474105)","(-0.03883, -0.79753, -0.602029)","(0.067414, -0.857758, -0.509614)"
8.413818,"(0.163312, 0.132622, -0.032449)","(0.018498, 0.987702, 0.155247)","(-0.147111, 0.161311, 0.975878)","(0.108825, 0.01017, 0.994009)","(0.043995, 0.985396, 0.164495)","(0.082543, 0.791074, 0.606126)","(0.063291, -0.948908, 0.309139)","(-0.061369, -0.916078, 0.396277)","(-0.023088, -0.862868, -0.504902)","(0.059493, -0.905759, -0.419597)"
8.460289,"(0.159599, 0.162447, -0.041731)","(0.009079, 0.989021, 0.147498)","(-0.121389, 0.213123, 0.969455)","(0.064178, 0.113664, 0.991444)","(0.111281, 0.992363, 0.053228)","(-0.010073, 0.83492, 0.550279)","(0.055045, -0.973148, 0.223502)","(-0.035045, -0.949669, 0.311289)","(-0.007215, -0.918157, -0.396152)","(0.040928, -0.945988, -0.321608)"
8.506714,"(0.161337, 0.175062, -0.045392)","(0.007137, 0.989848, 0.141951)","(-0.163856, 0.199595, 0.966081)","(0.004828, 0.173582, 0.984808)","(0.16252, 0.984051, 0.072322)","(-0.133882, 0.841807, 0.522912)","(0.049675, -0.983178, 0.175767)","(-0.025486, -0.964018, 0.264614)","(-0.008946, -0.940763, -0.338947)","(0.026055, -0.961743, -0.272711)"
8.552345,"(0.182283, 0.149218, -0.03751)","(0.059477, 0.986178, 0.15465)","(-0.307815, 0.099283, 0.946252)","(-0.091647, 0.219287, 0.971346)","(0.17672, 0.942427, 0.283905)","(-0.32549, 0.810275, 0.487351)","(0.061364, -0.968984, 0.239382)","(-0.024483, -0.935568, 0.352297)","(-0.075126, -0.893499, -0.442736)","(-0.028246, -0.925917, -0.376669)"
8.598732,"(0.211248, 0.116702, -0.027776)","(0.117969, 0.981534, 0.150578)","(-0.559516, -0.066525, 0.826146)","(-0.208426, 0.215996, 0.953889)","(0.037246, 0.770524, 0.636322)","(-0.561697, 0.699445, 0.441898)","(0.083586, -0.954401, 0.286588)","(-0.014326, -0.902472, 0.43051)","(-0.174272, -0.827492, -0.533748)","(-0.111999, -0.875006, -0.470978)"
8.644424,"(0.231938, 0.082352, -0.019011)","(0.166713, 0.976184, 0.138825)","(-0.821686, -0.19336, 0.536138)","(-0.293452, 0.151309, 0.943923)","(-0.311014, 0.458268, 0.832623)","(-0.757291, 0.49659, 0.424156)","(0.115601, -0.937286, 0.328832)","(0.014685, -0.862692, 0.505517)","(-0.263417, -0.74994, -0.606796)","(-0.194002, -0.811831, -0.55072)"
8.689857,"(0.229233, 0.05507, -0.012684)","(0.194329, 0.971363, 0.13671)","(-0.955734, -0.193334, 0.221801)","(-0.299227, 0.056782, 0.952491)","(-0.614414, 0.236557, 0.752686)","(-0.839207, 0.274153, 0.46965)","(0.150989, -0.9124, 0.380431)","(0.064486, -0.818392, 0.571031)","(-0.293763, -0.68559, -0.666085)","(-0.237411, -0.757345, -0.60833)"
8.73539,"(0.196225, 0.035486, -0.008281)","(0.200305, 0.967217, 0.156104)","(-0.991544, -0.125686, 0.032297)","(-0.219302, -0.036326, 0.974981)","(-0.728038, 0.187889, 0.659287)","(-0.811627, 0.088294, 0.577465)","(0.175767, -0.878106, 0.445012)","(0.129926, -0.781114, 0.610722)","(-0.23276, -0.650589, -0.722881)","(-0.220091, -0.728186, -0.64908)"
8.780762,"(0.127046, 0.021655, -0.00513)","(0.175904, 0.961914, 0.209236)","(-0.99871, -0.034269, -0.037468)","(-0.019477, -0.126997, 0.991712)","(-0.670758, 0.25288, 0.697234)","(-0.655343, -0.07944, 0.751142)","(0.125678, -0.838375, 0.530408)","(0.199699, -0.749807, 0.630801)","(-0.09859, -0.615232, -0.782157)","(-0.140706, -0.714291, -0.685558)"
8.825859,"(0.015283, 0.012275, -0.002852)","(0.089288, 0.950877, 0.296413)","(-0.995165, 0.09126, -0.036319)","(0.368397, -0.20365, 0.907089)","(-0.416541, 0.358483, 0.835454)","(-0.239929, -0.266629, 0.933457)","(-0.093115, -0.77647, 0.623237)","(0.254194, -0.729113, 0.635437)","(0.035424, -0.572271, -0.819299)","(0.004, -0.706439, -0.707762)"
8.87072,"(-0.126095, 0.006059, -0.001558)","(-0.07386, 0.931305, 0.356673)","(-0.974705, 0.222488, 0.021197)","(0.788818, -0.188662, 0.584955)","(0.020818, 0.383368, 0.923361)","(0.374437, -0.358734, 0.855048)","(-0.368846, -0.67462, 0.639406)","(0.295343, -0.758832, 0.580471)","(0.100204, -0.618602, -0.779289)","(0.241671, -0.691444, -0.680808)"
8.915901,"(-0.269446, 0.0023, -0.000539)","(-0.241681, 0.911095, 0.333909)","(-0.940412, 0.322827, 0.106811)","(0.984527, -0.098162, 0.145162)","(0.448254, 0.289394, 0.845765)","(0.80547, -0.315902, 0.501423)","(-0.540077, -0.614126, 0.575471)","(0.360817, -0.819275, 0.445645)","(0.072884, -0.717429, -0.692809)","(0.48686, -0.651082, -0.582289)"
8.961601,"(-0.38753, 0.000372, -0.000091)","(-0.336437, 0.900941, 0.274072)","(-0.911333, 0.363674, 0.192906)","(0.983303, -0.047301, -0.175722)","(0.697723, 0.199675, 0.687977)","(0.942011, -0.274589, 0.192915)","(-0.587833, -0.642523, 0.491545)","(0.452481, -0.845142, 0.284599)","(0.070887, -0.793527, -0.604393)","(0.629121, -0.629703, -0.45572)"
9.005913,"(-0.46837, 0.000011, -0.000027)","(-0.363304, 0.901305, 0.235922)","(-0.904008, 0.331014, 0.270555)","(0.942206, -0.090436, -0.322597)","(0.779636, 0.234077, 0.580841)","(0.947911, -0.307902, 0.081617)","(-0.567076, -0.675388, 0.471462)","(0.499857, -0.842143, 0.202332)","(0.169198, -0.800944, -0.574336)","(0.670038, -0.629896, -0.392784)"
9.050911,"(-0.520015, 0.001144, -0.000298)","(-0.348254, 0.910217, 0.224109)","(-0.906896, 0.201279, 0.37017)","(0.903097, -0.247008, -0.351287)","(0.726071, 0.431676, 0.535235)","(0.89778, -0.404909, 0.17332)","(-0.521283, -0.708419, 0.475823)","(0.440441, -0.858108, 0.263938)","(0.264372, -0.773715, -0.575736)","(0.64105, -0.609694, -0.466186)"
9.095741,"(-0.550731, 0.004031, -0.00092)","(-0.298382, 0.926941, 0.227484)","(-0.857789, -0.033087, 0.512935)","(0.832601, -0.513211, -0.208304)","(0.464842, 0.696411, 0.546748)","(0.769588, -0.422356, 0.478904)","(-0.460416, -0.746119, 0.480962)","(0.299341, -0.868326, 0.395481)","(0.299318, -0.748865, -0.591278)","(0.524233, -0.603638, -0.600667)"
9.140465,"(-0.563246, 0.008955, -0.00255)","(-0.222649, 0.947213, 0.230685)","(-0.695681, -0.284001, 0.659827)","(0.684838, -0.711595, 0.156938)","(0.067238, 0.755195, 0.652043)","(0.591913, -0.127191, 0.795903)","(-0.386288, -0.78019, 0.492022)","(0.135199, -0.852604, 0.504766)","(0.273667, -0.732116, -0.623789)","(0.331645, -0.640092, -0.693033)"
9.185516,"(-0.569452, 0.016723, -0.003925)","(-0.145669, 0.964419, 0.220629)","(-0.48398, -0.434749, 0.759445)","(0.505301, -0.673312, 0.539743)","(-0.175069, 0.579125, 0.796219)","(0.49012, 0.313715, 0.813244)","(-0.290184, -0.813017, 0.504773)","(-0.006344, -0.834988, 0.550231)","(0.192568, -0.72209, -0.664457)","(0.138211, -0.690641, -0.709868)"
9.230698,"(-0.5798, 0.028117, -0.006545)","(-0.091029, 0.97512, 0.202125)","(-0.332275, -0.469443, 0.818057)","(0.379028, -0.527222, 0.76051)","(-0.221107, 0.421453, 0.879482)","(0.4718, 0.585569, 0.659177)","(-0.166143, -0.844271, 0.509512)","(-0.094945, -0.82899, 0.551146)","(0.076778, -0.72072, -0.688962)","(0.017551, -0.732351, -0.680701)"
9.275383,"(-0.596243, 0.044556, -0.010256)","(-0.061151, 0.980743, 0.185485)","(-0.270821, -0.427228, 0.862631)","(0.302775, -0.387744, 0.870622)","(-0.215279, 0.398913, 0.89136)","(0.463052, 0.711821, 0.528104)","(-0.038905, -0.870965, 0.489803)","(-0.114271, -0.835936, 0.5368)","(-0.031492, -0.734878, -0.677468)","(-0.00519, -0.766102, -0.642698)"
9.319817,"(-0.609795, 0.067244, -0.015618)","(-0.04139, 0.984169, 0.172331)","(-0.286153, -0.324232, 0.90166)","(0.222216, -0.215752, 0.950827)","(-0.232939, 0.483549, 0.843754)","(0.423711, 0.802298, 0.420461)","(0.041489, -0.894064, 0.446014)","(-0.096841, -0.854885, 0.5097)","(-0.09036, -0.766467, -0.635896)","(0.012085, -0.802643, -0.596337)"
9.364677,"(-0.620356, 0.097253, -0.022364)","(-0.02817, 0.986264, 0.162757)","(-0.354459, -0.17316, 0.918899)","(0.140985, -0.03342, 0.989447)","(-0.250583, 0.639405, 0.72689)","(0.349665, 0.872004, 0.342554)","(0.072335, -0.919687, 0.385933)","(-0.076088, -0.884304, 0.46067)","(-0.095661, -0.813516, -0.57362)","(0.01805, -0.847624, -0.530291)"
9.409348,"(-0.629089, 0.131201, -0.032018)","(-0.018843, 0.98765, 0.155541)","(-0.426681, -0.008162, 0.904365)","(0.071902, 0.10997, 0.991331)","(-0.214511, 0.79971, 0.560757)","(0.249455, 0.921073, 0.298994)","(0.070273, -0.947179, 0.312913)","(-0.054957, -0.918649, 0.391235)","(-0.070215, -0.869317, -0.489243)","(0.018202, -0.898647, -0.438295)"
9.454521,"(-0.637646, 0.160064, -0.040987)","(-0.010097, 0.988884, 0.148345)","(-0.456696, 0.13013, 0.880054)","(0.040891, 0.179561, 0.982897)","(-0.10866, 0.901261, 0.41943)","(0.151375, 0.943203, 0.295726)","(0.057828, -0.970892, 0.232434)","(-0.034904, -0.948973, 0.313421)","(-0.034726, -0.917426, -0.396388)","(0.018855, -0.94127, -0.337127)"
9.50013,"(-0.647014, 0.176975, -0.045928)","(-0.002751, 0.990091, 0.140403)","(-0.430621, 0.225861, 0.873815)","(0.070283, 0.177311, 0.981642)","(0.036602, 0.935206, 0.352208)","(0.082285, 0.937363, 0.338497)","(0.055982, -0.983456, 0.172281)","(-0.019995, -0.965632, 0.259141)","(-0.008528, -0.943575, -0.331049)","(0.027342, -0.963507, -0.266285)"
9.546127,"(-0.652959, 0.153272, -0.038795)","(-0.051169, 0.98674, 0.154033)","(-0.327504, 0.310477, 0.892382)","(0.189098, 0.087305, 0.978069)","(0.259733, 0.911411, 0.31917)","(0.051368, 0.875059, 0.481282)","(0.044211, -0.960504, 0.274731)","(-0.04943, -0.938807, 0.340878)","(0.018307, -0.896633, -0.442397)","(0.075101, -0.92248, -0.378669)"
9.591499,"(-0.669513, 0.121344, -0.029055)","(-0.110414, 0.982242, 0.151688)","(-0.141851, 0.348569, 0.926487)","(0.443252, -0.088109, 0.892056)","(0.565428, 0.775755, 0.280171)","(0.132861, 0.683506, 0.717752)","(0.021688, -0.928921, 0.369642)","(-0.095527, -0.910005, 0.403443)","(0.08275, -0.833379, -0.546473)","(0.168713, -0.861493, -0.478922)"
