time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
4.5715,"(-0.165122, -0.132282, 0.012155)","(0.025711, 0.998526, -0.047802)","(-0.58889, -0.403355, -0.700367)","(-0.887873, -0.093064, 0.450578)","(-0.827503, 0.137061, 0.544475)","(-0.892264, 0.428849, -0.141258)","(-0.310984, -0.92015, 0.237935)","(0.495158, -0.658859, 0.566324)","(0.386122, -0.794015, -0.469521)","(-0.526906, -0.753704, -0.392811)"
4.605078,"(-0.161394, -0.118401, 0.008745)","(0.049294, 0.99785, -0.043203)","(-0.597871, -0.487611, -0.636228)","(-0.897956, -0.162857, 0.408843)","(-0.798994, 0.094354, 0.593891)","(-0.89909, 0.396779, -0.184945)","(-0.264196, -0.928473, 0.261034)","(0.445074, -0.695872, 0.563623)","(0.333146, -0.821367, -0.463001)","(-0.450991, -0.764209, -0.461077)"
4.638239,"(-0.15602, -0.100833, 0.00466)","(0.0718, 0.997344, -0.012253)","(-0.595824, -0.568493, -0.567283)","(-0.887336, -0.25844, 0.381896)","(-0.765956, 0.02085, 0.642555)","(-0.903561, 0.37081, -0.214657)","(-0.200145, -0.939405, 0.278318)","(0.37677, -0.73731, 0.56073)","(0.258862, -0.854957, -0.449488)","(-0.343126, -0.782077, -0.520211)"
4.671842,"(-0.149138, -0.083382, 0.000862)","(0.092636, 0.995082, 0.035069)","(-0.588514, -0.635039, -0.500377)","(-0.842269, -0.367062, 0.394776)","(-0.720523, -0.070785, 0.689809)","(-0.912288, 0.349069, -0.214201)","(-0.136323, -0.950211, 0.280207)","(0.302224, -0.779826, 0.548208)","(0.182208, -0.887931, -0.42235)","(-0.213658, -0.800879, -0.559413)"
4.705263,"(-0.140197, -0.06855, -0.002504)","(0.112898, 0.989897, 0.085777)","(-0.584717, -0.684935, -0.434708)","(-0.752235, -0.480851, 0.450473)","(-0.649172, -0.170662, 0.741249)","(-0.928073, 0.326455, -0.179185)","(-0.083992, -0.958962, 0.270807)","(0.231006, -0.82242, 0.519867)","(0.114346, -0.915734, -0.385171)","(-0.077558, -0.81654, -0.572056)"
4.737746,"(-0.130438, -0.060358, -0.005009)","(0.12991, 0.983589, 0.125205)","(-0.591038, -0.712148, -0.37884)","(-0.631378, -0.57064, 0.525101)","(-0.558045, -0.249626, 0.791374)","(-0.946079, 0.300292, -0.12149)","(-0.054989, -0.962407, 0.265987)","(0.183184, -0.854365, 0.486318)","(0.068606, -0.93147, -0.357291)","(0.034118, -0.827538, -0.560371)"
4.772295,"(-0.118414, -0.058316, -0.00715)","(0.146244, 0.97639, 0.158986)","(-0.606478, -0.727334, -0.321201)","(-0.465788, -0.64615, 0.604592)","(-0.438944, -0.303226, 0.845803)","(-0.963305, 0.265527, -0.039223)","(-0.038958, -0.959905, 0.277605)","(0.150041, -0.877251, 0.455981)","(0.03703, -0.936922, -0.347572)","(0.123024, -0.8322, -0.540655)"
4.804296,"(-0.105391, -0.06319, -0.008772)","(0.160025, 0.969695, 0.184618)","(-0.622966, -0.735757, -0.265661)","(-0.279791, -0.70007, 0.656977)","(-0.313427, -0.310402, 0.897449)","(-0.97168, 0.230589, 0.051647)","(-0.025534, -0.950537, 0.309562)","(0.121082, -0.886393, 0.446819)","(0.01297, -0.931478, -0.363566)","(0.181593, -0.827897, -0.530671)"
4.83727,"(-0.091031, -0.074613, -0.010024)","(0.171823, 0.963596, 0.204839)","(-0.635786, -0.743091, -0.208787)","(-0.082757, -0.74299, 0.664167)","(-0.184852, -0.266532, 0.945934)","(-0.968532, 0.203227, 0.143681)","(-0.008286, -0.93444, 0.356026)","(0.087503, -0.887279, 0.452858)","(-0.017454, -0.915816, -0.401218)","(0.225348, -0.815169, -0.533589)"
4.872182,"(-0.075728, -0.091087, -0.01083)","(0.181511, 0.958333, 0.220571)","(-0.640781, -0.753555, -0.146816)","(0.11855, -0.767387, 0.63013)","(-0.059587, -0.172868, 0.983141)","(-0.953971, 0.182935, 0.237642)","(0.011472, -0.912946, 0.407919)","(0.050451, -0.882766, 0.467096)","(-0.061379, -0.892349, -0.447153)","(0.261936, -0.796413, -0.545083)"
4.904955,"(-0.058849, -0.110474, -0.011778)","(0.189389, 0.953823, 0.233137)","(-0.63527, -0.770142, -0.057562)","(0.299708, -0.788067, 0.537705)","(0.067234, -0.030543, 0.99727)","(-0.919284, 0.169678, 0.355141)","(0.031114, -0.888242, 0.45832)","(0.010536, -0.874286, 0.485297)","(-0.116865, -0.86421, -0.48937)","(0.294352, -0.775722, -0.558222)"
4.938648,"(-0.041462, -0.127889, -0.012202)","(0.19507, 0.950328, 0.242536)","(-0.609586, -0.790378, 0.060901)","(0.435861, -0.809016, 0.394358)","(0.179513, 0.137172, 0.974145)","(-0.852724, 0.163082, 0.496251)","(0.044921, -0.867114, 0.496079)","(-0.026948, -0.866028, 0.499269)","(-0.172363, -0.836997, -0.519352)","(0.318031, -0.759949, -0.566863)"
4.970827,"(-0.023979, -0.140069, -0.012453)","(0.198616, 0.947846, 0.249279)","(-0.556547, -0.812417, 0.173882)","(0.50128, -0.841765, 0.200378)","(0.265039, 0.307272, 0.913968)","(-0.743504, 0.156307, 0.650207)","(0.047796, -0.853218, 0.51936)","(-0.059689, -0.860348, 0.5062)","(-0.220133, -0.815199, -0.535716)","(0.329221, -0.753832, -0.568639)"
5.005344,"(-0.00593, -0.146104, -0.012601)","(0.200254, 0.946226, 0.254077)","(-0.472802, -0.831094, 0.292816)","(0.507912, -0.861357, -0.009439)","(0.322029, 0.462782, 0.825912)","(-0.589234, 0.125456, 0.798163)","(0.037483, -0.847456, 0.529541)","(-0.091241, -0.856118, 0.508661)","(-0.259246, -0.799166, -0.542333)","(0.322313, -0.756179, -0.56948)"
5.03847,"(0.012828, -0.145129, -0.012578)","(0.19989, 0.94547, 0.257159)","(-0.362543, -0.833895, 0.416152)","(0.468902, -0.854021, -0.225342)","(0.359374, 0.578347, 0.732369)","(-0.400177, 0.042812, 0.915438)","(0.015054, -0.848485, 0.529005)","(-0.119992, -0.855424, 0.503836)","(-0.284229, -0.790477, -0.542549)","(0.300118, -0.768288, -0.565388)"
5.071072,"(0.030891, -0.13728, -0.012404)","(0.197528, 0.945585, 0.258559)","(-0.261291, -0.818143, 0.51222)","(0.419435, -0.807723, -0.414315)","(0.406078, 0.628549, 0.663345)","(-0.203785, -0.097915, 0.974107)","(-0.008623, -0.850217, 0.526362)","(-0.140223, -0.861417, 0.488158)","(-0.271248, -0.78976, -0.550185)","(0.271296, -0.789887, -0.549979)"
5.104251,"(0.04875, -0.122966, -0.012057)","(0.193085, 0.946503, 0.258556)","(-0.166764, -0.797066, 0.58041)","(0.36972, -0.737512, -0.565141)","(0.465131, 0.631755, 0.620112)","(-0.001759, -0.280077, 0.959976)","(-0.036149, -0.853319, 0.520134)","(-0.150072, -0.874793, 0.460668)","(-0.224931, -0.798426, -0.558501)","(0.239062, -0.819207, -0.521296)"
5.13765,"(0.065641, -0.104913, -0.011546)","(0.186696, 0.948168, 0.257144)","(-0.083608, -0.774624, 0.626871)","(0.326446, -0.670411, -0.66632)","(0.533021, 0.605309, 0.591177)","(0.189931, -0.446135, 0.87458)","(-0.068959, -0.858247, 0.508583)","(-0.15019, -0.893112, 0.424021)","(-0.162464, -0.814795, -0.556519)","(0.203398, -0.851803, -0.482764)"
5.173053,"(0.081915, -0.086053, -0.010664)","(0.178137, 0.950633, 0.254094)","(-0.002715, -0.745923, 0.666027)","(0.291201, -0.611535, -0.735681)","(0.601538, 0.572841, 0.556781)","(0.370608, -0.554094, 0.745405)","(-0.104618, -0.862577, 0.494991)","(-0.144204, -0.913411, 0.380639)","(-0.092602, -0.833873, -0.544133)","(0.164081, -0.883985, -0.437777)"
5.204252,"(0.097126, -0.070624, -0.009739)","(0.16755, 0.953852, 0.249185)","(0.077314, -0.707593, 0.702378)","(0.266132, -0.55487, -0.788221)","(0.662372, 0.550278, 0.508387)","(0.530686, -0.587839, 0.610588)","(-0.137484, -0.861638, 0.488547)","(-0.135773, -0.930777, 0.33944)","(-0.018719, -0.850892, -0.525007)","(0.125183, -0.910081, -0.395071)"
5.23916,"(0.110549, -0.06124, -0.008368)","(0.15545, 0.957638, 0.242413)","(0.157216, -0.662961, 0.73196)","(0.251343, -0.497252, -0.830402)","(0.709433, 0.542613, 0.449751)","(0.66316, -0.559577, 0.497084)","(-0.163867, -0.855443, 0.49129)","(-0.129213, -0.942181, 0.309192)","(0.060151, -0.860605, -0.505709)","(0.091528, -0.926426, -0.365181)"
5.271464,"(0.123432, -0.058179, -0.006603)","(0.140642, 0.962336, 0.232655)","(0.23958, -0.601748, 0.761906)","(0.247746, -0.435284, -0.865535)","(0.747663, 0.547766, 0.375436)","(0.775989, -0.48392, 0.404553)","(-0.191897, -0.842771, 0.502905)","(-0.124166, -0.947236, 0.29551)","(0.134838, -0.859838, -0.492441)","(0.06772, -0.933063, -0.353282)"
5.305567,"(0.134995, -0.062325, -0.004279)","(0.123508, 0.967785, 0.219406)","(0.32848, -0.53168, 0.780652)","(0.260658, -0.376327, -0.889064)","(0.772206, 0.561929, 0.296536)","(0.857228, -0.383247, 0.343922)","(-0.232433, -0.819008, 0.524596)","(-0.115319, -0.944935, 0.306266)","(0.200048, -0.851056, -0.485473)","(0.055145, -0.928278, -0.367775)"
5.338569,"(0.144534, -0.073005, -0.001456)","(0.105232, 0.973543, 0.202832)","(0.415422, -0.453209, 0.788686)","(0.288735, -0.326772, -0.899918)","(0.785906, 0.57758, 0.220802)","(0.904002, -0.28333, 0.320164)","(-0.284625, -0.786585, 0.547971)","(-0.097869, -0.936561, 0.336563)","(0.26918, -0.836944, -0.476516)","(0.041773, -0.912154, -0.407714)"
5.372216,"(0.152278, -0.088398, 0.001922)","(0.085866, 0.979507, 0.182189)","(0.50095, -0.366733, 0.783936)","(0.329237, -0.288707, -0.899028)","(0.792548, 0.590705, 0.151442)","(0.925138, -0.193898, 0.32638)","(-0.344274, -0.748997, 0.566108)","(-0.064848, -0.924833, 0.374806)","(0.342821, -0.818823, -0.460437)","(0.01743, -0.886738, -0.461945)"
5.404673,"(0.158669, -0.106788, 0.00601)","(0.064245, 0.985859, 0.154771)","(0.585344, -0.27441, 0.762936)","(0.381884, -0.257229, -0.887693)","(0.795922, 0.600275, 0.078607)","(0.931465, -0.102738, 0.349025)","(-0.408688, -0.707301, 0.576801)","(-0.009401, -0.91202, 0.410038)","(0.416957, -0.79911, -0.433094)","(-0.028447, -0.854063, -0.519391)"
5.437542,"(0.163172, -0.122986, 0.00989)","(0.042397, 0.991692, 0.121449)","(0.657452, -0.196753, 0.727355)","(0.43657, -0.240541, -0.866918)","(0.797838, 0.602844, 0.00584)","(0.92642, -0.019476, 0.375988)","(-0.463735, -0.66942, 0.580368)","(0.05643, -0.902313, 0.427372)","(0.476046, -0.784297, -0.397818)","(-0.086386, -0.822971, -0.561477)"
5.470767,"(0.166235, -0.135389, 0.012928)","(0.018236, 0.996851, 0.07717)","(0.722649, -0.138757, 0.677145)","(0.49373, -0.247023, -0.833793)","(0.802585, 0.592176, -0.072011)","(0.911677, 0.054728, 0.407246)","(-0.507426, -0.63573, 0.581693)","(0.122844, -0.89587, 0.426996)","(0.519081, -0.776525, -0.357162)","(-0.142914, -0.797368, -0.586328)"
5.505392,"(0.167479, -0.140883, 0.014187)","(-0.004662, 0.999537, 0.030077)","(0.773031, -0.112879, 0.624245)","(0.543749, -0.27444, -0.793108)","(0.810206, 0.569806, -0.137434)","(0.891524, 0.106754, 0.440215)","(-0.532396, -0.61066, 0.586215)","(0.166938, -0.89381, 0.416215)","(0.541965, -0.779744, -0.313484)","(-0.171734, -0.783989, -0.596548)"
5.537682,"(0.167064, -0.139925, 0.013973)","(-0.029633, 0.999454, -0.014632)","(0.817987, -0.115478, 0.563526)","(0.589348, -0.326305, -0.73905)","(0.82436, 0.532224, -0.192792)","(0.867021, 0.136509, 0.479208)","(-0.526445, -0.62105, 0.580649)","(0.186949, -0.892055, 0.411447)","(0.530771, -0.774147, -0.344934)","(-0.192145, -0.787926, -0.585024)"
5.571679,"(0.164888, -0.132387, 0.012136)","(-0.053041, 0.997952, -0.035744)","(0.850367, -0.141798, 0.506725)","(0.620311, -0.393895, -0.678278)","(0.845472, 0.485963, -0.221396)","(0.845418, 0.130854, 0.517827)","(-0.495454, -0.654935, 0.570602)","(0.183923, -0.893557, 0.409547)","(0.49051, -0.768568, -0.410735)","(-0.194054, -0.805615, -0.559757)"
5.605454,"(0.160742, -0.118632, 0.008743)","(-0.076443, 0.996534, -0.032819)","(0.877658, -0.194212, 0.438177)","(0.64177, -0.469748, -0.606191)","(0.875447, 0.427894, -0.224722)","(0.824706, 0.090625, 0.558253)","(-0.446974, -0.696226, 0.561679)","(0.163538, -0.900431, 0.403087)","(0.421654, -0.773236, -0.473618)","(-0.17155, -0.83295, -0.526084)"
5.638981,"(0.154745, -0.101217, 0.004643)","(-0.098743, 0.9951, -0.005173)","(0.887418, -0.255242, 0.383849)","(0.653555, -0.543124, -0.527145)","(0.910518, 0.360997, -0.20159)","(0.803564, 0.022033, 0.594811)","(-0.385883, -0.740398, 0.550369)","(0.131704, -0.911353, 0.389988)","(0.326227, -0.786636, -0.524194)","(-0.13268, -0.864991, -0.483928)"
5.671503,"(0.146755, -0.083253, 0.000699)","(-0.120065, 0.991969, 0.039782)","(0.872018, -0.324472, 0.366473)","(0.659899, -0.604929, -0.445639)","(0.944399, 0.289945, -0.155058)","(0.775065, -0.065958, 0.628429)","(-0.318822, -0.784104, 0.532478)","(0.098308, -0.923941, 0.369687)","(0.215363, -0.804828, -0.553057)","(-0.088862, -0.896165, -0.434733)"
5.704294,"(0.137196, -0.069059, -0.00253)","(-0.139225, 0.986634, 0.084672)","(0.832665, -0.391614, 0.391545)","(0.667837, -0.645892, -0.369888)","(0.969965, 0.225873, -0.090275)","(0.734293, -0.154472, 0.661024)","(-0.259027, -0.822087, 0.507028)","(0.072975, -0.934087, 0.34951)","(0.10504, -0.821286, -0.560764)","(-0.050666, -0.91965, -0.389458)"
5.738168,"(0.12578, -0.060344, -0.005193)","(-0.156937, 0.979885, 0.123275)","(0.76909, -0.454878, 0.448985)","(0.681968, -0.667848, -0.298158)","(0.984934, 0.172448, -0.012931)","(0.679142, -0.231323, 0.696603)","(-0.211707, -0.855934, 0.471759)","(0.05782, -0.939205, 0.338455)","(-0.001898, -0.831183, -0.555995)","(-0.018856, -0.933521, -0.358026)"
5.770579,"(0.112663, -0.058273, -0.007203)","(-0.172925, 0.972768, 0.154338)","(0.677436, -0.5176, 0.522657)","(0.701461, -0.674194, -0.231117)","(0.988217, 0.139076, 0.063913)","(0.614356, -0.282126, 0.736866)","(-0.175426, -0.881344, 0.438701)","(0.050681, -0.937253, 0.344947)","(-0.081184, -0.832103, -0.548647)","(0.005649, -0.937939, -0.346754)"
5.805251,"(0.09874, -0.062999, -0.009)","(-0.186412, 0.966224, 0.177937)","(0.558297, -0.582845, 0.59042)","(0.721924, -0.670259, -0.171982)","(0.983138, 0.1353, 0.123019)","(0.549308, -0.296053, 0.781418)","(-0.139216, -0.892922, 0.428147)","(0.042045, -0.927502, 0.371446)","(-0.129394, -0.82597, -0.548663)","(0.029283, -0.934228, -0.355473)"
5.838519,"(0.083748, -0.07406, -0.010024)","(-0.198037, 0.960259, 0.196683)","(0.405701, -0.654291, 0.638209)","(0.742283, -0.659604, -0.118062)","(0.973299, 0.162316, 0.162307)","(0.484366, -0.271271, 0.831746)","(-0.097367, -0.896941, 0.431296)","(0.026268, -0.910939, 0.411704)","(-0.170427, -0.811776, -0.558546)","(0.061001, -0.921551, -0.383434)"
5.872924,"(0.067193, -0.091306, -0.011262)","(-0.208105, 0.954849, 0.212028)","(0.215369, -0.731531, 0.6469)","(0.762514, -0.643675, -0.065231)","(0.956812, 0.2167, 0.193783)","(0.416454, -0.206786, 0.885328)","(-0.049992, -0.895112, 0.443029)","(0.003162, -0.887795, 0.460229)","(-0.21185, -0.790278, -0.574961)","(0.105694, -0.899479, -0.423988)"
5.905304,"(0.05103, -0.109947, -0.011885)","(-0.215663, 0.950589, 0.223317)","(0.019448, -0.799104, 0.600878)","(0.774112, -0.633013, -0.006704)","(0.928256, 0.274911, 0.250527)","(0.342642, -0.108951, 0.933127)","(-0.005424, -0.890154, 0.455627)","(-0.021753, -0.865004, 0.501293)","(-0.248201, -0.768324, -0.589978)","(0.153058, -0.873249, -0.462612)"
5.938246,"(0.034172, -0.127681, -0.012383)","(-0.221415, 0.947134, 0.232189)","(-0.179742, -0.861649, 0.474609)","(0.767243, -0.637704, 0.06836)","(0.873814, 0.324339, 0.362288)","(0.258245, 0.026408, 0.965718)","(0.035472, -0.88451, 0.46517)","(-0.042879, -0.844911, 0.533186)","(-0.278096, -0.750533, -0.599468)","(0.197543, -0.846021, -0.495203)"
5.971889,"(0.017554, -0.140364, -0.012686)","(-0.225067, 0.944663, 0.238657)","(-0.353058, -0.898861, 0.259612)","(0.72982, -0.669861, 0.136564)","(0.777249, 0.327751, 0.537087)","(0.178204, 0.191472, 0.965185)","(0.068167, -0.88096, 0.468255)","(-0.05156, -0.831711, 0.55281)","(-0.293996, -0.742837, -0.601465)","(0.232115, -0.824023, -0.516826)"
6.004979,"(0.001928, -0.145643, -0.012843)","(-0.2265, 0.943224, 0.242955)","(-0.468889, -0.883252, -0.003071)","(0.657167, -0.720438, 0.221586)","(0.621024, 0.241825, 0.745553)","(0.111872, 0.356712, 0.927492)","(0.094516, -0.878498, 0.468304)","(-0.042987, -0.826522, 0.56126)","(-0.287739, -0.744924, -0.60191)","(0.259595, -0.809903, -0.525993)"
6.038372,"(-0.013324, -0.144922, -0.012812)","(-0.226207, 0.942602, 0.245626)","(-0.510091, -0.819792, -0.260283)","(0.557412, -0.765405, 0.321632)","(0.39656, 0.085465, 0.914022)","(0.057428, 0.492488, 0.868423)","(0.115055, -0.878358, 0.46395)","(-0.024555, -0.82642, 0.562518)","(-0.266872, -0.755547, -0.598271)","(0.281232, -0.802071, -0.526869)"
6.071101,"(-0.029494, -0.137154, -0.012616)","(-0.223892, 0.942824, 0.246892)","(-0.480281, -0.743088, -0.465994)","(0.445775, -0.793113, 0.415038)","(0.127108, -0.110238, 0.985744)","(-0.010487, 0.575247, 0.817913)","(0.126168, -0.88439, 0.449373)","(-0.010388, -0.825448, 0.564382)","(-0.233299, -0.777454, -0.58407)","(0.283643, -0.797423, -0.532601)"
6.104379,"(-0.045961, -0.122559, -0.012265)","(-0.219408, 0.943919, 0.246734)","(-0.42277, -0.68434, -0.594091)","(0.345096, -0.803912, 0.48439)","(-0.122007, -0.31067, 0.942655)","(-0.111073, 0.59867, 0.793258)","(0.124981, -0.897796, 0.422305)","(-0.001008, -0.825894, 0.563825)","(-0.189398, -0.808274, -0.557514)","(0.265261, -0.799627, -0.538733)"
6.138824,"(-0.061963, -0.104465, -0.011845)","(-0.213044, 0.945783, 0.245167)","(-0.373364, -0.646909, -0.664912)","(0.259218, -0.801889, 0.538312)","(-0.314973, -0.471862, 0.823492)","(-0.234642, 0.585546, 0.775937)","(0.114797, -0.91578, 0.384927)","(0.00872, -0.828252, 0.560288)","(-0.139416, -0.842481, -0.520375)","(0.237367, -0.809449, -0.537076)"
6.171742,"(-0.077613, -0.08596, -0.010984)","(-0.204689, 0.948435, 0.242019)","(-0.336068, -0.612547, -0.715433)","(0.174349, -0.78583, 0.593358)","(-0.462671, -0.56807, 0.680611)","(-0.365354, 0.562281, 0.741861)","(0.100922, -0.93544, 0.338772)","(0.019451, -0.829739, 0.557813)","(-0.087185, -0.87572, -0.474881)","(0.195512, -0.822721, -0.533765)"
6.204135,"(-0.092508, -0.070865, -0.009912)","(-0.194488, 0.951814, 0.237119)","(-0.305492, -0.565719, -0.765922)","(0.084959, -0.753411, 0.652039)","(-0.581358, -0.594979, 0.554999)","(-0.48766, 0.544383, 0.682522)","(0.088018, -0.952447, 0.291715)","(0.032584, -0.825094, 0.564055)","(-0.038346, -0.902638, -0.428689)","(0.14122, -0.83644, -0.529552)"
6.238573,"(-0.106921, -0.061123, -0.008534)","(-0.182029, 0.95603, 0.229939)","(-0.275662, -0.500921, -0.82042)","(-0.017337, -0.704054, 0.709935)","(-0.689481, -0.561725, 0.457255)","(-0.594796, 0.536333, 0.598803)","(0.079319, -0.964643, 0.25134)","(0.052119, -0.811408, 0.582152)","(0.005686, -0.920752, -0.390106)","(0.075875, -0.84806, -0.52444)"
6.272059,"(-0.120737, -0.058208, -0.0067)","(-0.16694, 0.961177, 0.219705)","(-0.251348, -0.426217, -0.869002)","(-0.132667, -0.634002, 0.761866)","(-0.788496, -0.478188, 0.386794)","(-0.68244, 0.538919, 0.493804)","(0.070784, -0.970547, 0.230277)","(0.083435, -0.792613, 0.603989)","(0.036532, -0.926921, -0.373473)","(0.005964, -0.853163, -0.521611)"
6.304231,"(-0.132598, -0.062373, -0.004427)","(-0.150474, 0.966771, 0.206667)","(-0.247152, -0.361323, -0.899089)","(-0.253788, -0.555935, 0.791535)","(-0.861183, -0.37318, 0.34511)","(-0.741553, 0.547858, 0.387235)","(0.050935, -0.969838, 0.238371)","(0.131063, -0.771202, 0.622953)","(0.056765, -0.920032, -0.38771)","(-0.06901, -0.850604, -0.521258)"
6.338695,"(-0.142461, -0.072529, -0.001712)","(-0.133088, 0.972592, 0.190662)","(-0.268687, -0.311529, -0.911459)","(-0.372874, -0.471054, 0.799421)","(-0.904535, -0.270684, 0.329465)","(-0.779732, 0.558302, 0.283403)","(0.015435, -0.964161, 0.26487)","(0.197244, -0.74416, 0.638217)","(0.087354, -0.901761, -0.423317)","(-0.158804, -0.841478, -0.516426)"
6.371127,"(-0.151254, -0.088646, 0.001859)","(-0.112885, 0.979157, 0.168847)","(-0.315205, -0.273022, -0.908903)","(-0.500877, -0.37118, 0.781887)","(-0.92487, -0.174999, 0.337624)","(-0.803605, 0.568442, 0.176334)","(-0.046297, -0.954869, 0.293396)","(0.285911, -0.710438, 0.643065)","(0.145653, -0.871398, -0.468457)","(-0.272839, -0.824563, -0.495636)"
6.403977,"(-0.157967, -0.10656, 0.005872)","(-0.091931, 0.985595, 0.141954)","(-0.370783, -0.244479, -0.895963)","(-0.61507, -0.2683, 0.741421)","(-0.928795, -0.088006, 0.359992)","(-0.817481, 0.568687, 0.091214)","(-0.128171, -0.944813, 0.301496)","(0.374418, -0.67886, 0.631633)","(0.225615, -0.836452, -0.499446)","(-0.382483, -0.802651, -0.457667)"
6.438042,"(-0.162808, -0.122716, 0.009767)","(-0.070306, 0.991577, 0.108773)","(-0.425962, -0.230193, -0.874967)","(-0.707961, -0.173731, 0.68455)","(-0.922015, -0.007991, 0.387071)","(-0.829854, 0.557153, 0.0304)","(-0.212242, -0.935022, 0.284054)","(0.447971, -0.651751, 0.612)","(0.307514, -0.80494, -0.507451)","(-0.470358, -0.782165, -0.408634)"
6.471681,"(-0.166097, -0.135232, 0.012855)","(-0.04628, 0.996833, 0.064674)","(-0.483025, -0.236582, -0.84304)","(-0.782655, -0.098063, 0.614682)","(-0.904883, 0.066346, 0.420458)","(-0.846468, 0.53213, -0.018158)","(-0.283799, -0.925504, 0.250799)","(0.501776, -0.629404, 0.593357)","(0.373675, -0.781635, -0.499414)","(-0.53564, -0.76714, -0.352968)"
6.505027,"(-0.16748, -0.140968, 0.014199)","(-0.022105, 0.999642, 0.015065)","(-0.530259, -0.272119, -0.80298)","(-0.833804, -0.059222, 0.548875)","(-0.881635, 0.117291, 0.457124)","(-0.864152, 0.499781, -0.058825)","(-0.325779, -0.91846, 0.224274)","(0.528495, -0.614599, 0.585628)","(0.402562, -0.772042, -0.491828)","(-0.575801, -0.762404, -0.295285)"
6.538136,"(-0.167118, -0.139906, 0.01398)","(0.002048, 0.999623, -0.027392)","(-0.566245, -0.330017, -0.755285)","(-0.867651, -0.058525, 0.493717)","(-0.854915, 0.142679, 0.498762)","(-0.880286, 0.463887, -0.099526)","(-0.332662, -0.916545, 0.221994)","(0.523593, -0.628517, 0.575167)","(0.407789, -0.777093, -0.47941)","(-0.570062, -0.754824, -0.324453)"
6.570607,"(-0.165183, -0.132516, 0.012211)","(0.025201, 0.998547, -0.047631)","(-0.588585, -0.401575, -0.701645)","(-0.887533, -0.091894, 0.451487)","(-0.828092, 0.137582, 0.543447)","(-0.892051, 0.429602, -0.140311)","(-0.311712, -0.920019, 0.237487)","(0.495976, -0.65815, 0.566434)","(0.38693, -0.793538, -0.469662)","(-0.528129, -0.753592, -0.391381)"
6.605204,"(-0.161364, -0.118291, 0.008719)","(0.049451, 0.997847, -0.043088)","(-0.597888, -0.488176, -0.635778)","(-0.897979, -0.163432, 0.408564)","(-0.79879, 0.093954, 0.594228)","(-0.899117, 0.396586, -0.185227)","(-0.26381, -0.928541, 0.261183)","(0.444667, -0.696143, 0.563611)","(0.332702, -0.82158, -0.462943)","(-0.450368, -0.764308, -0.461521)"
6.638629,"(-0.15608, -0.101011, 0.0047)","(0.071588, 0.997354, -0.012664)","(-0.595888, -0.567754, -0.567956)","(-0.887574, -0.257427, 0.382025)","(-0.766321, 0.021682, 0.642092)","(-0.903512, 0.371028, -0.214486)","(-0.200806, -0.939293, 0.278218)","(0.37749, -0.736897, 0.560789)","(0.259637, -0.854619, -0.449683)","(-0.344298, -0.781886, -0.519725)"
6.672067,"(-0.14908, -0.083258, 0.000836)","(0.092788, 0.995054, 0.035457)","(-0.588456, -0.635476, -0.49989)","(-0.841779, -0.367905, 0.395037)","(-0.720112, -0.071516, 0.690162)","(-0.912378, 0.348911, -0.214072)","(-0.135875, -0.950287, 0.280164)","(0.301667, -0.780148, 0.548057)","(0.181657, -0.888164, -0.422097)","(-0.212636, -0.801009, -0.559617)"
6.704222,"(-0.140508, -0.068942, -0.002408)","(0.112277, 0.990098, 0.084256)","(-0.584701, -0.683669, -0.436718)","(-0.755801, -0.477383, 0.448186)","(-0.65186, -0.167594, 0.739588)","(-0.927487, 0.32723, -0.180801)","(-0.085354, -0.958745, 0.271151)","(0.23303, -0.821154, 0.520964)","(0.11623, -0.915, -0.38635)","(-0.081687, -0.816108, -0.572097)"
6.738391,"(-0.130563, -0.060422, -0.004982)","(0.129715, 0.983669, 0.12478)","(-0.5909, -0.711916, -0.379491)","(-0.633044, -0.569676, 0.524142)","(-0.55927, -0.2488, 0.790769)","(-0.945859, 0.300655, -0.122303)","(-0.055238, -0.962397, 0.265972)","(0.183643, -0.854032, 0.486729)","(0.069064, -0.931341, -0.357538)","(0.032885, -0.827429, -0.560606)"
6.77049,"(-0.118642, -0.05829, -0.007117)","(0.14597, 0.976517, 0.158454)","(-0.606153, -0.72715, -0.322229)","(-0.469038, -0.64499, 0.603317)","(-0.441215, -0.302622, 0.844837)","(-0.963054, 0.266194, -0.040841)","(-0.039166, -0.960012, 0.277206)","(0.150536, -0.876963, 0.456371)","(0.037474, -0.936925, -0.347517)","(0.121744, -0.832192, -0.540957)"
6.804431,"(-0.105057, -0.063392, -0.008806)","(0.160336, 0.969539, 0.185167)","(-0.623345, -0.735927, -0.264298)","(-0.275044, -0.701177, 0.657801)","(-0.310302, -0.309971, 0.898683)","(-0.971749, 0.229775, 0.053924)","(-0.025164, -0.95022, 0.310563)","(0.120321, -0.886473, 0.446866)","(0.012358, -0.931221, -0.364246)","(0.182786, -0.827688, -0.530586)"
6.838089,"(-0.091423, -0.074238, -0.009997)","(0.171541, 0.963746, 0.204371)","(-0.635521, -0.742888, -0.210313)","(-0.087913, -0.741965, 0.66465)","(-0.188219, -0.268348, 0.944756)","(-0.968765, 0.203795, 0.141288)","(-0.008791, -0.934937, 0.354704)","(0.08845, -0.88733, 0.452573)","(-0.016509, -0.91635, -0.400039)","(0.224334, -0.815594, -0.533367)"
