time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
7.398563,"(0.000015, 0.020973, 0.024478)","(-0.035261, 0.984746, 0.17039)","(-0.463245, -0.731833, -0.499825)","(0.53089, -0.193828, -0.824977)","(-0.005058, -0.701398, 0.712752)","(0.225422, -0.839859, -0.493784)","(-0.021281, -0.751855, 0.658985)","(-0.125109, -0.981369, 0.145818)","(0.071343, -0.151545, -0.985872)","(-0.056785, -0.93717, -0.344219)"
7.443359,"(0.000009, 0.009482, 0.006111)","(-0.020117, 0.940175, 0.340099)","(-0.388587, -0.605644, -0.694403)","(0.583767, -0.321686, -0.745476)","(-0.020849, -0.858216, 0.512865)","(0.235382, -0.905452, -0.353203)","(-0.060682, -0.495982, 0.86621)","(-0.126828, -0.969525, 0.209608)","(0.084796, -0.299955, -0.950177)","(-0.05681, -0.936806, -0.345205)"
7.488441,"(-0.000004, 0.007899, -0.004475)","(-0.006406, 0.900965, 0.433845)","(-0.339487, -0.48906, -0.803473)","(0.624842, -0.452273, -0.636413)","(-0.066118, -0.93152, 0.357631)","(0.257178, -0.955333, -0.145597)","(-0.061381, -0.448594, 0.891625)","(-0.122912, -0.963496, 0.237841)","(0.081229, -0.394333, -0.915371)","(-0.057891, -0.941427, -0.332211)"
7.533501,"(0.000005, 0.025878, -0.010209)","(0.004936, 0.898402, 0.439145)","(-0.302142, -0.3457, -0.888371)","(0.659791, -0.613162, -0.434406)","(-0.14927, -0.97369, 0.172182)","(0.258826, -0.936553, 0.236383)","(-0.058851, -0.244982, 0.96774)","(-0.114107, -0.972181, 0.204559)","(0.095345, -0.800794, -0.591303)","(-0.063806, -0.950202, -0.305032)"
7.578136,"(0.000082, 0.029095, -0.012216)","(0.018392, 0.934504, 0.355476)","(-0.269514, -0.179941, -0.946036)","(0.672729, -0.72953, -0.12338)","(-0.25585, -0.9656, -0.046452)","(0.215382, -0.680369, 0.700507)","(-0.005693, -0.281005, 0.95969)","(-0.11069, -0.983884, 0.140431)","(0.06572, -0.991185, -0.115037)","(-0.065401, -0.901453, -0.427909)"
7.623199,"(-0.000092, -0.014959, -0.011598)","(0.03362, 0.980916, 0.191505)","(-0.231563, -0.040131, -0.971992)","(0.656398, -0.731074, 0.186207)","(-0.339103, -0.908076, -0.245778)","(0.146811, -0.220635, 0.964244)","(0.067511, -0.431396, 0.899633)","(-0.109508, -0.981304, -0.158273)","(0.018425, -0.991352, 0.129928)","(-0.064232, -0.788696, -0.611419)"
7.668938,"(-0.000029, -0.109762, -0.007696)","(0.047068, 0.998887, -0.00305)","(-0.208651, 0.058234, -0.976255)","(0.630615, -0.677691, 0.378232)","(-0.402379, -0.827444, -0.391699)","(0.089757, 0.163689, 0.98242)","(0.104751, -0.457001, 0.883277)","(-0.113717, -0.917841, -0.380311)","(0.007794, -0.993955, 0.109513)","(-0.059466, -0.643949, -0.762754)"
7.713638,"(0.00006, -0.164472, 0.000088)","(0.055405, 0.98679, -0.152234)","(-0.200263, 0.089272, -0.975667)","(0.616167, -0.654959, 0.437456)","(-0.420476, -0.777253, -0.468058)","(0.040127, 0.331334, 0.94266)","(0.122075, -0.385919, 0.91442)","(-0.123108, -0.908692, -0.398902)","(-0.005826, -0.997777, 0.066392)","(-0.054276, -0.563593, -0.824268)"
7.75996,"(0.000055, -0.141031, 0.014059)","(0.058196, 0.976246, -0.208704)","(-0.210468, 0.045563, -0.976538)","(0.616906, -0.70332, 0.353224)","(-0.403951, -0.777028, -0.482755)","(0.034919, 0.314213, 0.94871)","(0.118929, -0.443325, 0.888436)","(-0.132575, -0.93629, -0.325247)","(0.007128, -0.998851, 0.047386)","(-0.04149, -0.45511, -0.889468)"
7.805153,"(-0.000064, -0.065233, 0.032039)","(0.054982, 0.983919, -0.169944)","(-0.245219, -0.099443, -0.964354)","(0.611256, -0.787911, 0.074581)","(-0.350292, -0.83537, -0.423619)","(0.118978, 0.132743, 0.983984)","(0.111112, -0.716856, 0.68831)","(-0.125454, -0.989682, -0.069224)","(0.03623, -0.930435, -0.364661)","(-0.020447, -0.333963, -0.942365)"
7.850426,"(0.000033, 0.002748, 0.036708)","(0.043977, 0.998314, -0.037884)","(-0.313071, -0.297697, -0.901867)","(0.536219, -0.774428, -0.335754)","(-0.315974, -0.903758, -0.288761)","(0.251773, -0.182134, 0.950494)","(0.103923, -0.949686, 0.295459)","(-0.100303, -0.971912, 0.212902)","(0.065145, -0.889038, -0.453174)","(-0.002302, -0.232371, -0.972625)"
7.89526,"(0.000005, 0.023903, 0.02743)","(0.027208, 0.987583, 0.154725)","(-0.392331, -0.518036, -0.760076)","(0.401574, -0.615159, -0.678467)","(-0.278582, -0.957188, -0.078635)","(0.34098, -0.491939, 0.80108)","(0.099403, -0.986165, 0.132658)","(-0.068356, -0.837867, 0.541577)","(0.082826, -0.931148, -0.355111)","(0.010758, -0.151092, -0.988461)"
7.940483,"(0.000037, 0.007689, 0.009367)","(0.011363, 0.944521, 0.328255)","(-0.47763, -0.680027, -0.556267)","(0.295819, -0.439077, -0.848353)","(-0.26468, -0.950501, 0.162763)","(0.346837, -0.690379, 0.634887)","(0.096367, -0.972899, 0.210192)","(-0.044422, -0.590455, 0.805847)","(0.09018, -0.923048, -0.373965)","(0.015093, -0.2223, -0.974861)"
7.985355,"(0, 0.004072, -0.003937)","(0.001903, 0.903423, 0.428746)","(-0.556217, -0.764805, -0.32511)","(0.246086, -0.320711, -0.914651)","(-0.25812, -0.873796, 0.412134)","(0.299779, -0.811756, 0.501183)","(0.094942, -0.965515, 0.242419)","(-0.042233, -0.506645, 0.86112)","(0.09181, -0.925644, -0.36709)","(0.016182, -0.296572, -0.954873)"
8.030228,"(0, 0.023583, -0.009336)","(-0.000579, 0.897219, 0.441586)","(-0.614757, -0.783059, -0.0943)","(0.231735, -0.195243, -0.952984)","(-0.216964, -0.695906, 0.684574)","(0.244458, -0.926241, 0.286911)","(0.093912, -0.97518, 0.200511)","(-0.054585, -0.232422, 0.971082)","(0.091031, -0.940629, -0.327003)","(0.013429, -0.750724, -0.66048)"
8.075386,"(-0.00004, 0.029916, -0.011962)","(-0.007917, 0.931082, 0.364724)","(-0.657047, -0.745739, 0.110288)","(0.250258, -0.060831, -0.966266)","(-0.132606, -0.397211, 0.908097)","(0.201418, -0.979188, -0.024949)","(0.093761, -0.985401, 0.142103)","(-0.097347, -0.227175, 0.968976)","(0.089017, -0.897952, -0.430997)","(0.032962, -0.98913, -0.143299)"
8.120651,"(0.000049, -0.01089, -0.011633)","(-0.022842, 0.978852, 0.20329)","(-0.688087, -0.675255, 0.265645)","(0.288799, 0.053829, -0.955875)","(-0.027541, -0.05531, 0.998089)","(0.198085, -0.918857, -0.341268)","(0.100699, -0.983626, -0.149465)","(-0.117956, -0.40463, 0.906841)","(0.079753, -0.78858, -0.609739)","(0.02557, -0.989118, 0.144887)"
8.168591,"(0.00001, -0.107255, -0.007754)","(-0.040124, 0.999169, 0.007186)","(-0.701995, -0.617558, 0.354718)","(0.320448, 0.121569, -0.939433)","(0.056465, 0.185516, 0.981018)","(0.218761, -0.802422, -0.555214)","(0.106897, -0.913496, -0.392554)","(-0.126898, -0.456346, 0.880707)","(0.072199, -0.643736, -0.761834)","(0.005792, -0.991026, 0.133544)"
8.21389,"(-0.000061, -0.168356, 0.000307)","(-0.053458, 0.987022, -0.151428)","(-0.706431, -0.594081, 0.384738)","(0.337259, 0.14857, -0.929615)","(0.089336, 0.27137, 0.95832)","(0.24859, -0.71343, -0.65515)","(0.114083, -0.90301, -0.414195)","(-0.139609, -0.384493, 0.91251)","(0.068102, -0.552076, -0.831008)","(0.014912, -0.996127, 0.086651)"
8.259823,"(-0.000052, -0.143973, 0.014151)","(-0.05809, 0.97624, -0.208761)","(-0.69551, -0.636995, 0.332421)","(0.353869, 0.130369, -0.926164)","(0.076149, 0.199798, 0.976874)","(0.258231, -0.686667, -0.679562)","(0.116511, -0.933624, -0.338779)","(-0.142873, -0.443733, 0.884697)","(0.060572, -0.432932, -0.899389)","(0.010173, -0.997532, 0.069476)"
8.305908,"(0.000061, -0.066837, 0.031553)","(-0.056304, 0.983799, -0.170207)","(-0.651845, -0.743577, 0.148969)","(0.399507, 0.062585, -0.914591)","(0.041524, -0.032606, 0.998605)","(0.250918, -0.704551, -0.663814)","(0.094443, -0.993782, -0.058977)","(-0.145001, -0.710343, 0.688758)","(0.051902, -0.278778, -0.958952)","(-0.005808, -0.939955, -0.34125)"
8.351597,"(-0.000068, 0.003171, 0.036179)","(-0.048986, 0.998187, -0.034975)","(-0.566699, -0.806518, -0.168466)","(0.462938, -0.049697, -0.884996)","(0.008564, -0.385086, 0.922841)","(0.236406, -0.761071, -0.604056)","(0.043213, -0.956186, 0.289552)","(-0.134497, -0.946338, 0.293861)","(0.055001, -0.169312, -0.984027)","(-0.035922, -0.900973, -0.432385)"
8.396767,"(-0.000002, 0.020973, 0.025261)","(-0.036081, 0.98651, 0.159678)","(-0.468189, -0.738372, -0.485393)","(0.527478, -0.186431, -0.828861)","(-0.004516, -0.688778, 0.724959)","(0.225203, -0.835838, -0.500658)","(-0.018033, -0.766581, 0.641895)","(-0.12528, -0.981188, 0.146887)","(0.070217, -0.146112, -0.986773)","(-0.056285, -0.93635, -0.346527)"
8.442772,"(0.000007, 0.010056, 0.006702)","(-0.020723, 0.942169, 0.334496)","(-0.39098, -0.610417, -0.688858)","(0.581972, -0.316875, -0.748932)","(-0.019743, -0.854189, 0.519588)","(0.234618, -0.903232, -0.359342)","(-0.060092, -0.499844, 0.864028)","(-0.126739, -0.970204, 0.206499)","(0.084837, -0.297777, -0.950859)","(-0.056945, -0.937229, -0.344035)"
8.488361,"(-0.000005, 0.007755, -0.004382)","(-0.006566, 0.901278, 0.433192)","(-0.339996, -0.490632, -0.802299)","(0.624353, -0.450378, -0.638234)","(-0.065277, -0.930802, 0.359649)","(0.256934, -0.954845, -0.149187)","(-0.061474, -0.449525, 0.89115)","(-0.123022, -0.963423, 0.23808)","(0.081229, -0.39168, -0.916509)","(-0.05782, -0.941211, -0.332834)"
8.534252,"(0.000005, 0.025851, -0.010203)","(0.004913, 0.898369, 0.439215)","(-0.3022, -0.345981, -0.888241)","(0.659741, -0.612885, -0.434872)","(-0.149096, -0.973652, 0.172549)","(0.258859, -0.936751, 0.235563)","(-0.058888, -0.245185, 0.967686)","(-0.114116, -0.972171, 0.204601)","(0.095339, -0.80018, -0.592135)","(-0.0638, -0.950231, -0.304945)"
8.579315,"(0.000084, 0.028847, -0.012222)","(0.018641, 0.935327, 0.353293)","(-0.268986, -0.177127, -0.946717)","(0.672697, -0.730504, -0.117655)","(-0.257742, -0.96491, -0.050181)","(0.214312, -0.673588, 0.707354)","(-0.004125, -0.283616, 0.958929)","(-0.110639, -0.984287, 0.137614)","(0.064504, -0.992016, -0.108368)","(-0.065408, -0.900046, -0.430858)"
8.624428,"(-0.000075, -0.016937, -0.011546)","(0.034014, 0.981873, 0.186463)","(-0.231377, -0.035966, -0.972199)","(0.655717, -0.729902, 0.193074)","(-0.342576, -0.905399, -0.250787)","(0.14508, -0.208342, 0.967236)","(0.068889, -0.434039, 0.898257)","(-0.109429, -0.979599, -0.168556)","(0.017782, -0.99105, 0.132304)","(-0.064236, -0.785837, -0.615088)"
8.669155,"(-0.000037, -0.112119, -0.007535)","(0.047367, 0.998846, -0.007957)","(-0.208076, 0.059853, -0.97628)","(0.630072, -0.676363, 0.3815)","(-0.403242, -0.825624, -0.394639)","(0.088363, 0.171152, 0.981274)","(0.105505, -0.455383, 0.884022)","(-0.113953, -0.9172, -0.381784)","(0.007347, -0.994118, 0.108052)","(-0.059237, -0.6402, -0.765921)"
8.714191,"(0.00006, -0.164515, 0.000132)","(0.055431, 0.986711, -0.15274)","(-0.200266, 0.089267, -0.975667)","(0.616138, -0.65499, 0.43745)","(-0.420476, -0.777125, -0.46827)","(0.039898, 0.331624, 0.942568)","(0.122098, -0.385743, 0.914492)","(-0.123099, -0.90852, -0.399297)","(-0.005835, -0.997782, 0.066315)","(-0.054306, -0.563792, -0.824129)"
8.759827,"(0.000051, -0.140377, 0.014267)","(0.058199, 0.97622, -0.208823)","(-0.210804, 0.044504, -0.976515)","(0.617054, -0.704236, 0.351135)","(-0.403628, -0.77733, -0.482537)","(0.035372, 0.313123, 0.949054)","(0.118865, -0.445062, 0.887576)","(-0.132687, -0.937052, -0.322997)","(0.007383, -0.998942, 0.045384)","(-0.041192, -0.453037, -0.89054)"
8.805065,"(-0.000062, -0.065482, 0.031988)","(0.055001, 0.983873, -0.1702)","(-0.24518, -0.098743, -0.964436)","(0.611361, -0.787726, 0.07566)","(-0.350716, -0.835017, -0.423964)","(0.118621, 0.133516, 0.983922)","(0.111118, -0.715792, 0.689417)","(-0.125517, -0.989626, -0.069906)","(0.036154, -0.9308, -0.363738)","(-0.020501, -0.334183, -0.942285)"
8.84935,"(0.000034, 0.002652, 0.03671)","(0.044005, 0.9983, -0.038224)","(-0.312932, -0.297242, -0.902065)","(0.536457, -0.774616, -0.33494)","(-0.316076, -0.903608, -0.289117)","(0.251523, -0.181461, 0.950688)","(0.103935, -0.949483, 0.296106)","(-0.100363, -0.972039, 0.21229)","(0.065096, -0.888927, -0.4534)","(-0.002335, -0.232612, -0.972567)"
8.893669,"(0.000007, 0.023917, 0.027759)","(0.02762, 0.988285, 0.150101)","(-0.390375, -0.513292, -0.764289)","(0.404727, -0.619722, -0.672414)","(-0.279202, -0.956541, -0.08412)","(0.339867, -0.485805, 0.805285)","(0.099464, -0.986099, 0.133103)","(-0.069082, -0.84269, 0.53395)","(0.082576, -0.930779, -0.356135)","(0.010546, -0.151331, -0.988427)"
8.939072,"(0.000035, 0.008251, 0.010019)","(0.011809, 0.946158, 0.32349)","(-0.47457, -0.675806, -0.563977)","(0.298185, -0.443904, -0.845006)","(-0.264734, -0.951919, 0.154166)","(0.347935, -0.685435, 0.639625)","(0.096458, -0.973521, 0.207251)","(-0.044784, -0.595561, 0.802061)","(0.09005, -0.923527, -0.372812)","(0.015025, -0.220539, -0.975263)"
8.984135,"(0.000001, 0.003776, -0.00369)","(0.002104, 0.904412, 0.426654)","(-0.554179, -0.763112, -0.332483)","(0.247234, -0.324151, -0.913127)","(-0.258818, -0.87733, 0.404112)","(0.301542, -0.808248, 0.505774)","(0.094954, -0.965349, 0.243073)","(-0.042176, -0.50927, 0.859573)","(0.09181, -0.925049, -0.368586)","(0.016264, -0.291681, -0.956377)"
9.028748,"(0.000006, 0.023133, -0.009247)","(-0.000481, 0.896803, 0.442431)","(-0.613419, -0.783355, -0.10036)","(0.231558, -0.198837, -0.952284)","(-0.2187, -0.702389, 0.677363)","(0.245891, -0.923595, 0.294127)","(0.093913, -0.974973, 0.201512)","(-0.053852, -0.237748, 0.969833)","(0.091038, -0.940887, -0.326258)","(0.013243, -0.739345, -0.673197)"
9.074127,"(-0.000033, 0.03025, -0.011917)","(-0.007539, 0.929504, 0.368734)","(-0.656022, -0.747492, 0.104361)","(0.249193, -0.06514, -0.966261)","(-0.136013, -0.408317, 0.90265)","(0.202224, -0.979241, -0.01386)","(0.09366, -0.984682, 0.147072)","(-0.095797, -0.222002, 0.970329)","(0.089197, -0.900445, -0.425725)","(0.032151, -0.986896, -0.158124)"
9.11945,"(0.000052, -0.008889, -0.011684)","(-0.022358, 0.977735, 0.20865)","(-0.687634, -0.677017, 0.262311)","(0.287987, 0.051591, -0.956244)","(-0.030424, -0.063901, 0.997492)","(0.198365, -0.921597, -0.333633)","(0.100526, -0.985373, -0.137602)","(-0.117833, -0.400693, 0.908603)","(0.080043, -0.791547, -0.605844)","(0.026368, -0.989577, 0.141571)"
9.165154,"(0.000004, -0.104884, -0.007903)","(-0.039708, 0.999139, 0.012031)","(-0.701743, -0.618733, 0.353166)","(0.319929, 0.120234, -0.939782)","(0.054861, 0.181128, 0.981928)","(0.217998, -0.805466, -0.551091)","(0.106793, -0.914757, -0.389635)","(-0.12656, -0.457063, 0.880384)","(0.07236, -0.647094, -0.758969)","(0.005859, -0.990854, 0.134808)"
9.209503,"(-0.000052, -0.167373, -0.00036)","(-0.052774, 0.988292, -0.143155)","(-0.70644, -0.594179, 0.384571)","(0.336793, 0.14809, -0.92986)","(0.089129, 0.270897, 0.958473)","(0.246905, -0.717245, -0.651611)","(0.114101, -0.905728, -0.408212)","(-0.139197, -0.387777, 0.911183)","(0.067843, -0.549417, -0.83279)","(0.01459, -0.996024, 0.087882)"
9.255798,"(-0.000064, -0.149091, 0.012526)","(-0.057958, 0.976543, -0.207378)","(-0.698078, -0.628825, 0.342441)","(0.351082, 0.134151, -0.926685)","(0.078536, 0.213556, 0.973769)","(0.258085, -0.687351, -0.678926)","(0.116653, -0.927119, -0.356149)","(-0.142549, -0.430455, 0.891285)","(0.06193, -0.451708, -0.890014)","(0.011052, -0.996683, 0.08063)"
9.301632,"(0.000027, -0.07442, 0.030041)","(-0.056666, 0.982477, -0.177563)","(-0.657165, -0.73414, 0.170802)","(0.393853, 0.070304, -0.916481)","(0.044787, -0.006172, 0.998978)","(0.251277, -0.701332, -0.667078)","(0.097746, -0.991576, -0.084992)","(-0.144769, -0.678797, 0.719914)","(0.052375, -0.289287, -0.955809)","(-0.004181, -0.950074, -0.311998)"
9.347111,"(-0.00008, -0.001624, 0.036211)","(-0.049927, 0.997437, -0.051244)","(-0.576139, -0.805963, -0.135967)","(0.45601, -0.037977, -0.889164)","(0.010583, -0.351238, 0.936226)","(0.237228, -0.754765, -0.611599)","(0.049, -0.965634, 0.255245)","(-0.135906, -0.935691, 0.325594)","(0.05406, -0.178604, -0.982435)","(-0.032875, -0.896115, -0.442603)"
9.392357,"(-0.000022, 0.02094, 0.026693)","(-0.037523, 0.98939, 0.140354)","(-0.47735, -0.749499, -0.458681)","(0.52131, -0.173139, -0.835619)","(-0.003714, -0.665117, 0.74673)","(0.225099, -0.828592, -0.512607)","(-0.012078, -0.791774, 0.610694)","(-0.125543, -0.980804, 0.149205)","(0.068185, -0.139162, -0.987919)","(-0.055376, -0.934689, -0.351127)"
9.437092,"(0.000001, 0.011468, 0.008183)","(-0.022216, 0.947058, 0.320292)","(-0.39706, -0.622326, -0.674577)","(0.577498, -0.304974, -0.757289)","(-0.017229, -0.843678, 0.536573)","(0.2329, -0.897645, -0.374153)","(-0.058177, -0.511864, 0.857094)","(-0.126502, -0.971812, 0.198945)","(0.084639, -0.290859, -0.953015)","(-0.057257, -0.938186, -0.341363)"
9.482258,"(-0.000013, 0.006531, -0.00345)","(-0.008157, 0.904647, 0.426083)","(-0.345119, -0.505549, -0.790768)","(0.61964, -0.432399, -0.65504)","(-0.057493, -0.923672, 0.378846)","(0.254432, -0.949761, -0.182261)","(-0.062364, -0.455113, 0.888247)","(-0.124079, -0.962822, 0.239954)","(0.081512, -0.370833, -0.925116)","(-0.057169, -0.939068, -0.338944)"
9.527233,"(-0.000007, 0.023767, -0.009693)","(0.003314, 0.896218, 0.443601)","(-0.306546, -0.367094, -0.878221)","(0.655916, -0.591505, -0.468931)","(-0.136049, -0.970306, 0.199993)","(0.261072, -0.949374, 0.174731)","(-0.061361, -0.263019, 0.962837)","(-0.114794, -0.971252, 0.208545)","(0.094772, -0.751526, -0.652861)","(-0.063235, -0.951816, -0.30008)"
9.572365,"(0.000052, 0.030716, -0.012122)","(0.016342, 0.927806, 0.372705)","(-0.273619, -0.203588, -0.940045)","(0.672663, -0.719981, -0.17074)","(-0.239779, -0.970706, -0.015338)","(0.223933, -0.733866, 0.641323)","(-0.018446, -0.260726, 0.965237)","(-0.11108, -0.980624, 0.161364)","(0.075587, -0.982118, -0.172425)","(-0.065281, -0.91242, -0.404015)"
9.618008,"(-0.000179, -0.00579, -0.011804)","(0.03166, 0.975863, 0.216077)","(-0.231461, -0.061925, -0.970871)","(0.659512, -0.736354, 0.151084)","(-0.320094, -0.921407, -0.220337)","(0.155424, -0.282125, 0.946704)","(0.060207, -0.416804, 0.907001)","(-0.109841, -0.988357, -0.105287)","(0.022029, -0.992999, 0.116052)","(-0.064178, -0.802948, -0.592584)"
9.664185,"(0.000003, -0.099769, -0.008335)","(0.045765, 0.998793, 0.017831)","(-0.211552, 0.050996, -0.976036)","(0.632927, -0.683702, 0.363257)","(-0.398697, -0.835265, -0.378648)","(0.095619, 0.130103, 0.986879)","(0.101464, -0.461505, 0.881316)","(-0.113121, -0.922605, -0.368787)","(0.009366, -0.993321, 0.115005)","(-0.060223, -0.658524, -0.750147)"
9.709824,"(0.000049, -0.163089, -0.000841)","(0.054816, 0.988529, -0.140733)","(-0.200341, 0.08898, -0.975677)","(0.616846, -0.65477, 0.43678)","(-0.420295, -0.780318, -0.463094)","(0.045285, 0.323887, 0.945012)","(0.121487, -0.390342, 0.912619)","(-0.123278, -0.912645, -0.38972)","(-0.005495, -0.997665, 0.068078)","(-0.053611, -0.559198, -0.827299)"
9.756004,"(0.000067, -0.145338, 0.012615)","(0.058158, 0.976503, -0.207509)","(-0.20842, 0.052514, -0.976629)","(0.615784, -0.697337, 0.366785)","(-0.406202, -0.775123, -0.483926)","(0.032204, 0.320983, 0.946537)","(0.119474, -0.431951, 0.893949)","(-0.131671, -0.931147, -0.340041)","(0.005316, -0.998332, 0.057489)","(-0.043519, -0.469836, -0.88168)"
9.809868,"(-0.000023, -0.072577, 0.030534)","(0.055574, 0.982604, -0.177206)","(-0.243205, -0.079596, -0.966704)","(0.614178, -0.782019, 0.105982)","(-0.361478, -0.825481, -0.433492)","(0.108676, 0.155111, 0.981901)","(0.111258, -0.685443, 0.719576)","(-0.127192, -0.987813, -0.089708)","(0.033973, -0.941127, -0.336341)","(-0.022097, -0.340795, -0.939878)"
9.855625,"(0.000021, 0.007607, 0.036532)","(0.042414, 0.99891, -0.019504)","(-0.320283, -0.322033, -0.890906)","(0.523296, -0.763417, -0.378623)","(-0.310372, -0.911629, -0.269447)","(0.264807, -0.217822, 0.939378)","(0.103239, -0.959549, 0.261932)","(-0.097019, -0.964461, 0.245768)","(0.067736, -0.895275, -0.440335)","(-0.000585, -0.219785, -0.975548)"
9.901226,"(-0.000019, 0.023502, 0.02582)","(0.025228, 0.983918, 0.176833)","(-0.401526, -0.540459, -0.739379)","(0.386862, -0.593026, -0.706157)","(-0.275599, -0.959863, -0.052042)","(0.345643, -0.520512, 0.780768)","(0.099079, -0.986254, 0.132236)","(-0.065017, -0.813059, 0.57854)","(0.084025, -0.93234, -0.351685)","(0.011843, -0.152042, -0.988303)"
9.945263,"(0.000033, 0.005686, 0.00695)","(0.009748, 0.9384, 0.345415)","(-0.489169, -0.694973, -0.526997)","(0.287695, -0.421821, -0.859825)","(-0.264626, -0.944411, 0.195092)","(0.342102, -0.708044, 0.61777)","(0.096055, -0.970558, 0.220888)","(-0.043644, -0.574614, 0.81726)","(0.090631, -0.921275, -0.378204)","(0.01564, -0.22727, -0.973706)"
9.989632,"(-0.000002, 0.005223, -0.004745)","(0.001274, 0.900359, 0.435147)","(-0.56296, -0.770084, -0.300077)","(0.242549, -0.308842, -0.919667)","(-0.255457, -0.861055, 0.439688)","(0.293787, -0.823788, 0.484833)","(0.094903, -0.966157, 0.239863)","(-0.04268, -0.49414, 0.868334)","(0.091811, -0.927631, -0.362039)","(0.015927, -0.318263, -0.947869)"
10.03368,"(-0.000021, 0.025161, -0.009637)","(-0.000967, 0.898929, 0.438093)","(-0.619487, -0.781592, -0.073144)","(0.232562, -0.18243, -0.955319)","(-0.210688, -0.672241, 0.709721)","(0.239574, -0.935209, 0.260747)","(0.093841, -0.975802, 0.197494)","(-0.05762, -0.215471, 0.974809)","(0.090993, -0.939403, -0.330517)","(0.014424, -0.789368, -0.613751)"
